3.7494e-033 6.12323e-017 1 
1 0 0 
6.12323e-017 1 0 
0.580544 0.571405 0.580057 
4.93086e-017 0.80527 0.592908 
0.592908 0.80527 0 
0.592908 0 0.80527 
0.194931 0.445409 0.873849 
0.877001 0.434653 0.204807 
0.894979 0.0426331 0.444067 
0.297961 0.907225 0.29692 
0.313328 0.137126 0.939693 
0.729339 0.265458 0.630553 
0.287929 0.687398 0.666769 
0.64791 0.701463 0.29692 
0.481921 0.366763 0.795762 
5.81751e-017 0.950071 0.312033 
0.312033 0.950071 0 
0.795762 0.60561 0 
0.00845466 0.26634 0.963842 
0.963842 0.266474 0 
3.78513e-017 0.618159 0.786053 
0.775953 0.447997 0.444067 
0.440727 0.763361 0.472271 
0.965501 0.138818 0.220311 
0.765659 0.024305 0.642788 
0.217501 0.838268 0.5 
0.884992 0.259857 0.386345 
0.502789 0.839796 0.204807 
0.156393 0.977388 0.142315 
0.498229 0.172439 0.849725 
0.364499 0.529449 0.766044 
2.71912e-017 0.444067 0.895994 
0.895994 0.444067 0 
0.189251 0 0.981929 
0.771848 0.606988 0.189251 
0.620485 0.412817 0.666769 
0.331634 0.316213 0.888835 
0.429795 0 0.902927 
0.647974 0.157197 0.745264 
0.177647 0.605011 0.776146 
0.180997 0.254175 0.950071 
0.682386 0.591291 0.429795 
0.673051 0.728682 0.126592 
0.831713 0.174029 0.527225 
0.0563734 0.887046 0.458227 
0.440788 0.662527 0.60561 
0.457708 0.887829 0.0475819 
0.129414 0.733942 0.666769 
0.942908 0.293191 0.158001 
0.954902 0 0.29692 
0.0895963 0.130142 0.987439 
6.04632e-017 0.987439 0.158001 
0.148473 0.927889 0.34202 
0.499937 0.507933 0.701475 
0.352403 0.922414 0.158001 
0.520515 0.78236 0.34202 
0.799251 0.513647 0.312033 
0.566587 0.675232 0.472271 
0.796524 0.31888 0.513677 
0.989697 0.0157045 0.142315 
0.685768 0.472117 0.55392 
0.158001 0.987439 0 
0.597421 0.29609 0.745264 
0.987829 0.142028 0.0634239 
0.338076 0.844473 0.415415 
0.854774 0.390362 0.34202 
0.321659 0.767924 0.55392 
0.845878 0.524838 0.095056 
0.0990383 0.358224 0.928368 
0.085422 0.53385 0.841254 
0.701475 0.712694 0 
0.92464 0.132943 0.356886 
0.32055 0.435362 0.841254 
0.311876 0.00990018 0.950071 
4.43159e-017 0.723734 0.690079 
0.421895 0.851258 0.312033 
0.76212 0.146887 0.630553 
0.727797 0.610694 0.312033 
0.117221 0.815293 0.56706 
0.841254 0 0.540641 
0.677143 0.0430337 0.734592 
0.93295 0.242067 0.266474 
0.436485 0.270824 0.857983 
0.204173 0.117879 0.971812 
0.932267 0.356168 0.0634239 
0.563566 0.818601 0.110838 
0.0923766 0.967411 0.235759 
0.381571 0.614975 0.690079 
0.245824 0.947431 0.204807 
0.249306 0.523749 0.814576 
0.588538 0.773331 0.235759 
0.715753 0.368996 0.592908 
0.224192 0.763528 0.60561 
0.414254 0.114529 0.902927 
0.230079 0.886746 0.400931 
0.510512 0.0569351 0.857983 
0.286574 0.602043 0.745264 
0.230107 0.345862 0.909632 
0.265267 0.959478 0.095056 
0.752327 0.651895 0.095056 
0.904207 0.345448 0.251148 
0.0948911 0.659982 0.745264 
0.435131 0.456352 0.776146 
0.0790904 0.994848 0.0634239 
0.5839 0.102957 0.80527 
0.288465 0.234353 0.928368 
0.882382 0.155588 0.444067 
0.492404 0.586824 0.642788 
0.705952 0.673124 0.220311 
0.552697 0.393574 0.734592 
0.565729 0.216134 0.795762 
0.614997 0.687398 0.386345 
0.827179 0.362011 0.429795 
0.524979 0.646196 0.55392 
0.663282 0.315724 0.678509 
0.39715 0.36683 0.841254 
0.96884 0.202722 0.142315 
0.439547 0.886874 0.142315 
1.06329e-017 0.173648 0.984808 
0.378844 0.20298 0.902927 
0.100952 0.446968 0.888835 
0.820584 0.527357 0.220311 
0.648421 0.56186 0.513677 
0.890473 0.44133 0.110838 
0.197628 0.67306 0.712694 
2.1853e-017 0.356886 0.934148 
0.0923766 0.0224103 0.995472 
0.849725 0.527225 0 
0.578938 0.501652 0.642788 
0.845748 0.248334 0.472271 
0.818601 0.0912948 0.56706 
0.74624 0.531395 0.400931 
0.389629 0.890285 0.235759 
0.0933423 0.233158 0.967949 
0.142664 0.891585 0.429795 
0.404793 0.727541 0.55392 
0.370914 0.926499 0.0634239 
0.419785 0.81427 0.400931 
0.786531 0.244566 0.56706 
0.70803 0.195749 0.678509 
0.0588807 0.926499 0.371662 
0.518112 0.28827 0.80527 
3.22832e-017 0.527225 0.849725 
0.512013 0.743719 0.429795 
0.974325 0.0464128 0.220311 
0.983723 0.10971 0.142315 
