0 0 1 
1 0 0 
0 1 0 
0.132756 0.4329 0.434343 
0.565657 0 0.434343 
0.242424 0.0808081 0.676768 
0.217687 0.671202 0.111111 
0.674242 0.224747 0.10101 
0 0.292929 0.707071 
0 0.676768 0.323232 
0.767677 0 0.232323 
0.0394249 0.819161 0.141414 
0.378788 0.126263 0.494949 
0.537879 0.179293 0.282828 
0.846939 0.153061 0 
0.146877 0.00463822 0.848485 
0.174397 0.552876 0.272727 
0.00386518 0.14765 0.848485 
0.173469 0.826531 0 
0 0.434343 0.565657 
0.383838 0 0.616162 
0 0.555556 0.444444 
0.879819 0.00907029 0.111111 
0.103535 0.310606 0.585859 
0.640074 0.0568955 0.30303 
0.104515 0.683364 0.212121 
0.766698 0.11209 0.121212 
0.483457 0.112503 0.40404 
0.655483 0.142496 0.20202 
0.465059 0.0197897 0.515152 
0.755102 0.244898 0 
0.0636467 0.895949 0.040404 
0.0631313 0.189394 0.747475 
0.077046 0.57952 0.343434 
0.1376 0.761389 0.10101 
0.232323 0 0.767677 
0.310606 0.103535 0.585859 
0 0.757576 0.242424 
0.244949 0.734848 0.020202 
0.914811 0.0649866 0.020202 
0.0123686 0.0684395 0.919192 
0.309936 0.00319522 0.686869 
0.15502 0.491445 0.353535 
0.0833333 0.25 0.666667 
0.0190682 0.354669 0.626263 
0.197897 0.610183 0.191919 
0.0847763 0.389971 0.525253 
0.0509173 0.474335 0.474747 
0.559421 0.0971449 0.343434 
0.0808081 0 0.919192 
0.701093 0.0665842 0.232323 
0.839208 0.0900845 0.0707071 
0.762059 0.177335 0.0606061 
0 0.89899 0.10101 
0.0790559 0.516904 0.40404 
0.808442 0.0299423 0.161616 
0.107607 0.619666 0.272727 
0.166667 0.0555556 0.777778 
0.380952 0.0634921 0.555556 
0.707071 0 0.292929 
0 0.616162 0.383838 
0.626263 0 0.373737 
0.590909 0.19697 0.212121 
0.110235 0.829159 0.0606061 
0.0667904 0.751391 0.181818 
0.601113 0.12616 0.272727 
0 0.232323 0.767677 
0.939394 0 0.0606061 
0.442177 0.0830757 0.474747 
0.151515 0.69697 0.151515 
0.492424 0.164141 0.343434 
0.700886 0.157699 0.141414 
0.0451453 0.692228 0.262626 
0.504535 0.0510204 0.444444 
0.327974 0.0457638 0.626263 
0.424242 0.141414 0.434343 
0.122449 0.877551 0 
0 0.949495 0.0505051 
0.751391 0.0667904 0.181818 
0.194393 0.7349 0.0707071 
0.64162 0.196764 0.161616 
0.0510204 0.94898 0 
0.553494 0.0525665 0.393939 
0.0525665 0.634302 0.313131 
0.13121 0.545558 0.323232 
0 0.484848 0.515152 
0.0420532 0.301381 0.656566 
0.040404 0.242424 0.717172 
0.425479 0.00886415 0.565657 
0 0.808081 0.191919 
0.80102 0.19898 0 
0.716966 0.232529 0.0505051 
0.0510204 0.85807 0.0909091 
0.0505051 0.151515 0.79798 
0.204545 0.0681818 0.727273 
0.0401979 0.565863 0.393939 
0.146825 0.630952 0.222222 
0.0519481 0.372294 0.575758 
0.253968 0.02886 0.717172 
0.159864 0.789631 0.0505051 
0.515152 0 0.484848 
0.705473 0.112709 0.181818 
0.0328283 0.0984848 0.868687 
0.809008 0.140486 0.0505051 
0.0886415 0.780045 0.131313 
0.652134 0.0953412 0.252525 
0.128788 0.386364 0.484848 
0.0984848 0.0328283 0.868687 
0.59699 0.0494743 0.353535 
