  0.0000000e+000  1.0000000e+000
  5.3590568e-004  9.7684134e-001
  1.0718114e-003  9.6722539e-001
  1.6077170e-003  9.5982249e-001
  2.1436227e-003  9.5355648e-001
  2.6795284e-003  9.4801054e-001
  3.2154341e-003  9.4297094e-001
  3.7513398e-003  9.3831074e-001
  4.2872454e-003  9.3394724e-001
  4.8231511e-003  9.2982306e-001
  5.3590568e-003  9.2589643e-001
  5.8949625e-003  9.2213585e-001
  6.4308682e-003  9.1851689e-001
  6.9667738e-003  9.1502014e-001
  7.5026795e-003  9.1162991e-001
  8.0385852e-003  9.0833329e-001
  8.5744909e-003  9.0511953e-001
  9.1103966e-003  9.0197956e-001
  9.6463023e-003  8.9890566e-001
  1.0182208e-002  8.9589122e-001
  1.0718114e-002  8.9293049e-001
  1.1254019e-002  8.9001850e-001
  1.1789925e-002  8.8715086e-001
  1.2325831e-002  8.8432373e-001
  1.2861736e-002  8.8153371e-001
  1.3397642e-002  8.7877779e-001
  1.3933548e-002  8.7605327e-001
  1.4469453e-002  8.7335775e-001
  1.5005359e-002  8.7068910e-001
  1.5541265e-002  8.6804537e-001
  1.6077170e-002  8.6542485e-001
  1.6613076e-002  8.6282597e-001
  1.7148982e-002  8.6024735e-001
  1.7684887e-002  8.5768771e-001
  1.8220793e-002  8.5514592e-001
  1.8756699e-002  8.5262096e-001
  1.9292605e-002  8.5011191e-001
  1.9828510e-002  8.4761794e-001
  2.0364416e-002  8.4513833e-001
  2.0900322e-002  8.4267239e-001
  2.1436227e-002  8.4021954e-001
  2.1972133e-002  8.3777926e-001
  2.2508039e-002  8.3535108e-001
  2.3043944e-002  8.3293460e-001
  2.3579850e-002  8.3052945e-001
  2.4115756e-002  8.2813532e-001
  2.4651661e-002  8.2575197e-001
  2.5187567e-002  8.2337915e-001
  2.5723473e-002  8.2101669e-001
  2.6259378e-002  8.1866444e-001
  2.6795284e-002  8.1632229e-001
  2.7331190e-002  8.1399015e-001
  2.7867095e-002  8.1166798e-001
  2.8403001e-002  8.0935575e-001
  2.8938907e-002  8.0705347e-001
  2.9474812e-002  8.0476115e-001
  3.0010718e-002  8.0247886e-001
  3.0546624e-002  8.0020666e-001
  3.1082529e-002  7.9794465e-001
  3.1618435e-002  7.9569294e-001
  3.2154341e-002  7.9345166e-001
  3.2690247e-002  7.9122095e-001
  3.3226152e-002  7.8900099e-001
  3.3762058e-002  7.8679195e-001
  3.4297964e-002  7.8459402e-001
  3.4833869e-002  7.8240742e-001
  3.5369775e-002  7.8023235e-001
  3.5905681e-002  7.7806907e-001
  3.6441586e-002  7.7591780e-001
  3.6977492e-002  7.7377880e-001
  3.7513398e-002  7.7165234e-001
  3.8049303e-002  7.6953869e-001
  3.8585209e-002  7.6743813e-001
  3.9121115e-002  7.6535096e-001
  3.9657020e-002  7.6327746e-001
  4.0192926e-002  7.6121794e-001
  4.0728832e-002  7.5917273e-001
  4.1264737e-002  7.5714212e-001
  4.1800643e-002  7.5512645e-001
  4.2336549e-002  7.5312603e-001
  4.2872454e-002  7.5114122e-001
  4.3408360e-002  7.4917233e-001
  4.3944266e-002  7.4721972e-001
  4.4480171e-002  7.4528371e-001
  4.5016077e-002  7.4336467e-001
  4.5551983e-002  7.4146293e-001
  4.6087889e-002  7.3957885e-001
  4.6623794e-002  7.3771279e-001
  4.7159700e-002  7.3586508e-001
  4.7695606e-002  7.3403609e-001
  4.8231511e-002  7.3222617e-001
  4.8767417e-002  7.3043568e-001
  4.9303323e-002  7.2866497e-001
  4.9839228e-002  7.2691440e-001
  5.0375134e-002  7.2518431e-001
  5.0911040e-002  7.2347506e-001
  5.1446945e-002  7.2178701e-001
  5.1982851e-002  7.2012049e-001
  5.2518757e-002  7.1847587e-001
  5.3054662e-002  7.1685347e-001
  5.3590568e-002  7.1525365e-001
  5.4126474e-002  7.1367674e-001
  5.4662379e-002  7.1212307e-001
  5.5198285e-002  7.1059299e-001
  5.5734191e-002  7.0908682e-001
  5.6270096e-002  7.0760487e-001
  5.6806002e-002  7.0614748e-001
  5.7341908e-002  7.0471495e-001
  5.7877814e-002  7.0330760e-001
  5.8413719e-002  7.0192574e-001
  5.8949625e-002  7.0056965e-001
  5.9485531e-002  6.9923964e-001
  6.0021436e-002  6.9793600e-001
  6.0557342e-002  6.9665900e-001
  6.1093248e-002  6.9540893e-001
  6.1629153e-002  6.9418604e-001
  6.2165059e-002  6.9299062e-001
  6.2700965e-002  6.9182290e-001
  6.3236870e-002  6.9068314e-001
  6.3772776e-002  6.8957158e-001
  6.4308682e-002  6.8848846e-001
  6.4844587e-002  6.8743400e-001
  6.5380493e-002  6.8640842e-001
  6.5916399e-002  6.8541192e-001
  6.6452304e-002  6.8444472e-001
  6.6988210e-002  6.8350700e-001
  6.7524116e-002  6.8259895e-001
  6.8060021e-002  6.8172073e-001
  6.8595927e-002  6.8087253e-001
  6.9131833e-002  6.8005450e-001
  6.9667738e-002  6.7926678e-001
  7.0203644e-002  6.7850951e-001
  7.0739550e-002  6.7778283e-001
  7.1275456e-002  6.7708685e-001
  7.1811361e-002  6.7642168e-001
  7.2347267e-002  6.7578742e-001
  7.2883173e-002  6.7518416e-001
  7.3419078e-002  6.7461197e-001
  7.3954984e-002  6.7407094e-001
  7.4490890e-002  6.7356111e-001
  7.5026795e-002  6.7308253e-001
  7.5562701e-002  6.7263523e-001
  7.6098607e-002  6.7221926e-001
  7.6634512e-002  6.7183461e-001
  7.7170418e-002  6.7148129e-001
  7.7706324e-002  6.7115930e-001
  7.8242229e-002  6.7086861e-001
  7.8778135e-002  6.7060921e-001
