0 4 
2 0 
0.775427 1.88913 
0.321092 2.92114 
1.35142 0.922186 
1.92383 0.636454 
1.29379 1.54426 
0.0727624 3.43383 
0.391249 2.38997 
0.744006 2.26362 
1.94895 0.315864 
1.31772 1.23215 
0.833024 1.59328 
0.0539841 3.71979 
0.342975 2.65452 
0.30298 3.17893 
0.0936846 3.22119 
0.758423 2.07731 
1.93561 0.474418 
1.96584 0.157835 
1.30519 1.38748 
1.91363 0.791824 
1.33251 1.07538 
0.792888 1.73944 
0.0439774 3.86321 
0.063127 3.57655 
0.357627 2.52076 
0.33141 2.78709 
1.38944 0.794948 
0.311765 3.05148 
0.735164 2.38736 
0.0812858 3.32744 
0.766443 1.98381 
0.751048 2.16994 
1.97762 0.0780393 
1.95681 0.236188 
1.92972 0.552991 
1.32474 1.15395 
1.94189 0.39631 
1.2993 1.46674 
1.34103 0.999445 
1.91873 0.712514 
0.805135 1.66433 
1.31108 1.31204 
0.00108803 3.92481 
0.783516 1.81386 
0.0491999 3.79168 
0.06781 3.50503 
0.058609 3.64746 
0.367775 2.45414 
0.349822 2.58681 
1.36295 0.857227 
0.326232 2.85277 
0.337061 2.71967 
0.316413 2.98567 
0.307358 3.11505 
0.739427 2.32692 
0.0865759 3.2744 
0.0768045 3.38046 
1.29048 1.59214 
0.770776 1.93676 
0.762429 2.02961 
0.754732 2.12292 
0.747371 2.21827 
0.107448 3.18052 
1.98586 0.0378629 
1.97133 0.117374 
1.92658 0.596914 
1.3144 1.27141 
1.94542 0.355079 
1.96113 0.196903 
1.30224 1.42665 
1.95288 0.274717 
1.32844 1.11547 
1.93875 0.434608 
1.34585 0.961444 
0.81397 1.62649 
1.32105 1.19429 
1.33658 1.0377 
0.798532 1.70163 
0.000228577 3.96237 
1.93247 0.515698 
1.30813 1.34926 
1.91599 0.754829 
0.787884 1.77741 
0.779468 1.8503 
1.29636 1.50772 
0.0562731 3.68418 
0.0516532 3.75537 
1.92109 0.676993 
0.0466367 3.82793 
0.0702648 3.46904 
0.0653981 3.54148 
0.0608954 3.61146 
0.375069 2.42049 
0.323658 2.88666 
0.34628 2.62075 
1.37152 0.82362 
0.33423 2.75285 
0.362347 2.48698 
0.314085 3.01844 
0.353603 2.55327 
0.328817 2.81955 
1.35663 0.890106 
0.318749 2.95322 
0.339902 2.68764 
0.0413953 3.89467 
0.305061 3.1485 
0.309453 3.08471 
0.737294 2.35699 
0.0042736 3.8951 
0.741563 2.29718 
0.0898049 3.24757 
0.078975 3.35391 
0.0747701 3.40672 
0.0837417 3.30146 
0.749208 2.19395 
0.752889 2.14626 
0.768608 1.95998 
0.772945 1.91417 
0.756576 2.09993 
0.760271 2.05507 
1.92815 0.574782 
0.097887 3.2 
0.764281 2.00823 
1.29195 1.57073 
0.745535 2.24288 
1.93404 0.494876 
1.29783 1.48712 
1.95092 0.294968 
1.99136 0.0184387 
1.32289 1.17389 
1.30077 1.44658 
1.98154 0.0572694 
1.93718 0.454327 
1.96859 0.136908 
1.30371 1.40695 
0.820303 1.60806 
1.96348 0.176869 
0.809232 1.64504 
1.34845 0.942503 
1.32659 1.13447 
1.30666 1.36825 
1.95484 0.255121 
1.94032 0.415268 
1.97448 0.0967753 
0.801673 1.68293 
1.33881 1.0182 
5.56705e-005 3.98111 
0.000545926 3.94369 
0.790385 1.75792 
1.94346 0.37774 
1.33029 1.09695 
1.30961 1.33053 
0.795708 1.71987 
1.91481 0.773244 
1.95877 0.217924 
0.777291 1.87092 
1.91716 0.736581 
1.31256 1.29382 
0.0665987 3.52322 
1.34326 0.981454 
0.785699 1.79527 
0.069032 3.48696 
0.0597468 3.62954 
0.0504192 3.7738 
0.0479098 3.81017 
0.0574819 3.6652 
1.94699 0.337399 
1.91991 0.694666 
1.31588 1.25379 
0.0528123 3.73778 
1.92227 0.659499 
0.0715082 3.45132 
1.33436 1.05795 
0.380352 2.4038 
0.0551685 3.70143 
0.0452974 3.84602 
0.781335 1.83318 
0.322374 2.90383 
1.92501 0.619384 
1.3192 1.21514 
1.37749 0.807773 
0.324944 2.86963 
0.371186 2.43689 
0.359871 2.5041 
0.064307 3.55825 
0.348049 2.6035 
0.0620548 3.59328 
0.742784 2.28034 
1.36667 0.841061 
1.3596 0.873794 
0.327523 2.83607 
0.341437 2.67089 
0.351599 2.5707 
0.330112 2.80322 
1.9309 0.536876 
0.344516 2.63853 
0.36483 2.47114 
0.355613 2.53662 
0.33271 2.77116 
1.29489 1.52852 
1.35402 0.905588 
0.335535 2.7374 
0.0426767 3.87943 
0.304019 3.16371 
0.306104 3.13329 
0.308405 3.09987 
0.310503 3.06959 
0.312819 3.03643 
0.338371 2.70474 
0.315142 3.00351 
0.00183192 3.90978 
0.317474 2.97088 
0.319813 2.93859 
0.0850964 3.28813 
0.0778861 3.36704 
0.736077 2.37431 
0.0881832 3.26051 
0.091676 3.23404 
0.0737101 3.42089 
0.738208 2.34407 
0.0800713 3.34112 
0.740342 2.31414 
0.0825093 3.31421 
0.0757304 3.39417 
0.774186 1.90154 
0.746452 2.23054 
0.748289 2.20607 
1.91795 0.724509 
0.750128 2.1819 
0.751968 2.15806 
0.75381 2.13455 
1.92305 0.647936 
0.755654 2.11138 
0.757499 2.08858 
1.9258 0.608107 
0.759346 2.06614 
1.92737 0.585806 
0.761195 2.04409 
0.100944 3.18946 
1.92894 0.563843 
0.0955945 3.2106 
1.3314 1.08608 
1.29121 1.58141 
0.763355 2.01887 
1.29268 1.56011 
0.765207 1.99769 
1.93168 0.526243 
1.95995 0.207291 
1.29562 1.51809 
1.93325 0.505242 
0.767371 1.97353 
1.29709 1.49739 
1.93482 0.484601 
1.97958 0.0672843 
1.9729 0.106843 
1.29856 1.47691 
1.33547 1.04774 
1.34994 0.932166 
1.30003 1.45664 
0.769537 1.94996 
1.93639 0.464326 
1.99489 0.00910139 
1.30151 1.43659 
1.9623 0.186762 
1.30298 1.41677 
1.93796 0.444421 
0.825065 1.59904 
0.771705 1.927 
1.30445 1.39718 
1.33769 1.02786 
0.789134 1.76754 
1.93953 0.424891 
0.816818 1.6173 
1.30592 1.37783 
1.3074 1.35872 
1.98351 0.047999 
1.96466 0.167227 
1.9411 0.405741 
0.807025 1.65506 
0.811442 1.63589 
1.39177e-005 3.99051 
1.98861 0.0274083 
1.30887 1.33986 
1.33992 1.00873 
0.000777335 3.93438 
0.800102 1.69207 
1.94267 0.386976 
1.97605 0.0871732 
0.000125258 3.97186 
1.31035 1.32125 
1.96701 0.148697 
0.791636 1.74856 
1.94424 0.368602 
0.0510344 3.76465 
0.0637156 3.5674 
0.065997 3.53234 
0.306731 3.12417 
0.000362736 3.95324 
1.31182 1.3029 
0.067203 3.51412 
0.0614738 3.60238 
0.776359 1.87996 
0.311134 3.06052 
1.3133 1.28481 
0.0684196 3.49598 
0.0603198 3.62052 
0.313452 3.02743 
1.38197 0.8 
0.384277 2.39562 
0.778224 1.862 
1.34214 0.990353 
0.0459646 3.83709 
0.0591765 3.63852 
0.069647 3.47798 
0.794141 1.73058 
0.315777 2.99458 
0.0498077 3.78281 
0.345398 2.62958 
0.0580441 3.65636 
0.0708852 3.46015 
0.803246 1.67422 
1.36891 0.832507 
0.318111 2.96203 
1.94621 0.346189 
0.0569224 3.67399 
1.31514 1.26257 
1.34437 0.972748 
1.31662 1.24508 
0.0485957 3.80039 
0.072134 3.44254 
0.320452 2.92985 
1.94778 0.328709 
0.736685 2.36564 
0.321733 2.91247 
1.96976 0.128365 
0.0557195 3.69284 
0.347164 2.61206 
0.323015 2.89522 
0.738818 2.33548 
0.780401 1.84167 
0.0546203 3.70995 
0.369365 2.44577 
0.3243 2.87812 
0.044635 3.85473 
1.31846 1.22361 
0.740952 2.30565 
1.94974 0.307428 
0.325588 2.86118 
0.742173 2.28875 
1.31994 1.20675 
0.782269 1.82481 
0.0473136 3.81855 
0.377592 2.41171 
0.0534417 3.72815 
0.743395 2.27196 
0.796962 1.7116 
0.326878 2.8444 
0.373011 2.42875 
0.744617 2.2553 
1.34697 0.953195 
0.348935 2.59509 
0.358748 2.51231 
0.32817 2.82779 
1.32179 1.18608 
1.9517 0.286789 
0.366188 2.46306 
0.0522758 3.74595 
0.329464 2.81136 
1.37413 0.81592 
0.784451 1.8058 
1.35811 0.881764 
0.330761 2.79513 
1.32363 1.16586 
0.35071 2.57868 
0.360995 2.49616 
0.0433246 3.87144 
1.36481 0.848847 
0.33206 2.7791 
1.95367 0.2668 
0.333361 2.76328 
0.352489 2.56286 
1.32548 1.1461 
0.786635 1.78752 
1.36109 0.866196 
0.334882 2.7451 
1.95563 0.247468 
1.32733 1.12681 
0.336189 2.72976 
0.0648018 3.55063 
0.0626385 3.58416 
0.354496 2.54578 
0.0420335 3.88718 
0.00140629 3.91731 
1.32918 1.10801 
