0.360552 0.182184 0.0247732 0.0304679 0.0506356 0.0681527 0.109291 0.0662425 0.0158994 0.0918018 
0.00520425 0.0548286 0.612339 0.00210157 0.125489 0.0796636 0.0223126 0.00679975 0.0371093 0.0541525 
0.0881962 0.0201392 0.0163669 0.640247 0.00759086 3.55489e-005 0.0123627 0.0870366 0.0164672 0.111558 
0.00482832 0.00847401 0.0270173 0.00397972 0.035654 0.427147 0.0451453 0.0109643 0.419701 0.0170894 
0.00622207 0.0770959 0.0431796 0.0249967 0.576668 0.0594152 0.0747681 0.0767316 0.0291591 0.0317636 
0.015969 0.0361688 0.0227876 0.0293024 0.0717134 0.0018345 0.615578 0.0274023 0.112005 0.067239 
0.024913 0.0357609 0.0175044 0.0150215 0.0388491 0.048347 0.0447827 0.526606 0.207911 0.0403039 
0.0208351 0.0346051 0.0315467 0.00231619 0.00799387 0.070632 0.0311401 0.197104 0.0669493 0.536878 
0.0177833 0.574876 0.0558957 0.114412 0.014391 0.0444714 0.0038618 0.0196128 0.0810027 0.0736933 
0.000292008 0.0171286 0.183811 0.23386 0.170037 0.281169 0.0104028 0.0679478 0.00975308 0.0256002 
0.07477 0.0273451 0.265595 0.118131 0.0114081 0.0134271 0.0984069 0.00237716 0.335261 0.0532784 
0.00534915 0.179181 0.00382495 0.232216 0.0538764 0.0533639 0.191023 0.00731767 0.00352579 0.270322 
0.0285353 0.0497164 0.00210476 0.0191094 0.00795131 0.470771 0.237538 0.0378226 0.00895186 0.1375 
0.00285176 0.324996 0.0270177 0.00831405 0.0384589 0.00455823 0.260167 0.267433 0.0193067 0.0468972 
0.182612 0.0278736 0.344327 0.0375492 0.0757275 0.0319159 0.00238131 0.263194 0.0329003 0.00151874 
0.00760211 0.0818258 0.0294181 0.0127323 0.325365 0.0360301 0.0477742 0.0257816 0.35084 0.0826303 
0.0260056 0.00368571 0.24364 0.018262 0.230917 0.075895 0.328116 0.0123707 0.0200049 0.0411021 
0.0558576 0.247979 0.163949 0.004357 0.231934 0.00724358 0.00754476 0.109349 0.0147092 0.157077 
0.0406423 0.00274043 0.0201384 0.250764 0.109394 0.00781165 0.213684 0.290246 0.00598163 0.0585974 
0.086122 0.325867 0.0691353 0.00418025 0.0727752 0.319573 0.0233279 0.0391251 0.0106538 0.0492409 
0.0182974 0.325971 0.033005 0.012021 0.00353702 0.0155994 0.0138024 0.0085492 0.198586 0.370632 
0.00508846 0.0376641 0.0112063 0.0783301 0.00400661 0.426552 0.00924691 0.329046 0.0510978 0.0477613 
0.0349344 0.141007 0.0222861 0.00407705 0.0396217 0.0771044 0.0464843 0.00194609 0.59767 0.0348687 
0.238973 0.00420669 0.00673159 0.3059 0.0767424 0.0150328 0.0179138 0.0542626 0.252669 0.0275683 
0.394902 0.0139195 0.00197264 0.0323486 0.342893 0.00564191 0.00269962 0.0709633 0.122961 0.0116985 
0.148982 0.00218701 0.346628 0.020849 0.0116319 0.0389061 0.101505 0.00772654 0.0545487 0.267036 
0.0642918 0.000336694 0.443463 0.309208 0.0264085 0.0306504 0.0787832 0.0123808 0.0106406 0.0238368 
0.0106813 0.292783 0.0250772 0.308071 0.0485897 0.125096 0.0159689 0.126914 0.0456665 0.00115293 
0.631597 0.00648127 0.15263 0.0733405 0.0316625 0.0153636 0.00564557 0.0391628 0.0190748 0.0250416 
0.00459754 0.00208377 0.0255725 0.0366214 0.0532662 0.0672905 0.327153 0.179641 0.275333 0.0284408 
0.0153073 0.0426227 0.0671618 0.403801 0.299705 0.0205412 0.085688 0.0130193 0.03551 0.0166435 
0.0639614 0.0259082 0.104215 0.0155942 0.0992043 0.313765 0.0160672 0.0120091 0.0159357 0.33334 
0.134552 0.252722 0.00115538 0.0770282 0.00510803 0.0840958 0.073174 0.0745782 0.286612 0.0109735 
0.24275 0.0274036 0.0777817 0.105617 0.0132953 0.418682 0.0154707 0.0380824 0.0567057 0.00421086 
0.0357122 0.0494361 0.00879361 0.0252313 0.253921 0.0184499 0.108316 0.000531681 0.14295 0.356658 
0.232761 0.00640594 0.00984359 0.0862688 0.0190221 0.114187 0.3728 0.00659459 0.075279 0.0768382 
0.168928 0.0119751 0.0585774 0.0438282 0.00236269 0.0700837 0.0178014 0.111625 0.264424 0.250395 
0.0130652 0.00494337 0.097849 0.0339946 0.159683 0.0432276 0.0465519 0.318219 0.0347786 0.247687 
0.129382 0.0397423 0.0141282 0.0267128 0.27467 0.203772 0.0844992 0.104143 0.068007 0.0549435 
0.00342145 0.271381 0.381462 0.0329651 0.0196304 0.134229 0.00200656 0.0295253 0.0514215 0.0739586 
0.473195 0.0263917 0.016516 0.0290058 0.102466 0.0174294 0.0159784 0.300485 0.0135362 0.00499703 
0.0305123 0.0506697 0.00741271 0.326134 0.00863508 0.293807 0.0763006 0.00952641 0.192545 0.00445718 
0.173418 0.154018 0.0515283 0.0509828 0.0364903 0.0870668 0.0265304 0.310553 0.0711048 0.0383082 
0.00552324 0.0192307 0.027446 0.297967 0.0378753 0.00167059 0.447796 0.00903592 0.061056 0.0923993 
0.0529891 0.0500131 0.289805 0.0467071 0.341402 0.0647721 0.0166565 0.0215323 0.0961647 0.0199587 
0.112204 0.176583 0.200745 0.0808998 0.0264951 0.0231121 0.186559 0.0688675 0.0777557 0.046778 
0.25277 0.0176573 0.0223709 0.180389 0.0550928 0.107956 0.0287166 0.0555036 0.00150255 0.278041 
0.00208678 0.0250636 0.149078 0.0353487 0.0188784 0.0920126 0.299553 0.0021559 0.0373474 0.338475 
0.0794679 0.120923 0.0088714 0.157854 0.0481703 0.239412 0.215292 0.127493 0.00225864 0.000259002 
0.0633971 0.327786 0.020547 0.0625559 0.00694991 0.00831992 0.413385 0.0122157 0.0832214 0.00162264 
0.0254581 0.025793 0.117412 0.028257 0.0967334 0.00215092 0.00612684 0.279882 0.353629 0.0645575 
0.00393642 0.132271 0.0569039 0.341372 0.0310493 0.00411773 0.18486 0.0387275 0.182701 0.024062 
0.0304056 0.0231269 0.217759 0.247305 0.00117311 0.0129559 0.0311359 0.204995 0.160384 0.0707587 
0.0138701 0.00892148 0.0132101 0.364018 0.0161286 0.034614 0.0141616 0.265472 0.037576 0.232027 
0.060387 0.0519619 0.49828 0.0210552 0.0454178 0.013554 0.277171 0.00868177 0.00670383 0.0167875 
0.0280112 0.347929 0.026723 0.0733019 0.243619 0.0303795 0.00539772 0.00402377 0.227412 0.0132038 
0.36359 0.0425182 0.233802 0.00409835 0.0151454 0.0114145 0.0178158 0.11773 0.176218 0.0176678 
0.0262803 0.143009 0.027055 0.0207301 0.272849 0.0130704 0.272133 0.00029534 0.144937 0.079641 
0.17329 0.428893 0.132867 0.00347342 0.00954206 0.080009 0.129881 0.0363837 0.00109599 0.00456437 
0.263675 0.0361981 0.00752731 0.00657507 0.00726997 0.0290712 0.0586536 0.0355325 0.0168732 0.538624 
0.0459456 0.217736 0.0525344 0.0552191 0.0244408 0.143704 0.0357598 0.148917 0.00554933 0.270194 
0.0343452 0.0401228 0.17042 0.0421264 0.176536 0.03084 0.00590426 0.487213 0.0025282 0.00996445 
0.180269 0.0768695 0.2834 0.0301891 0.0236376 0.236643 0.0441801 0.0393933 0.0484432 0.0369757 
0.0354153 0.0227578 0.141883 0.01916 0.145581 0.199989 0.083259 0.0672465 0.279548 0.00516035 
0.299959 0.0112073 0.0040946 0.177178 0.040847 0.00574971 0.156859 0.209943 0.0602992 0.0338632 
0.189086 0.0925271 0.171 0.304539 0.0807193 0.0837481 0.00251972 0.0282962 0.0475108 5.35099e-005 
0.150815 0.0541791 0.0185882 0.20775 0.205059 0.0285086 0.190634 0.0368774 0.0186261 0.0889616 
0.0222902 0.0419876 0.0749066 0.290722 0.0381747 0.0272379 0.0119957 0.0023149 0.126209 0.364161 
0.446512 0.0173678 0.021918 0.14758 0.0215785 0.223053 0.0343836 0.0539473 0.0108598 0.0228009 
0.200227 0.257189 0.0383803 0.146091 0.191005 0.102841 0.00680263 0.00866605 0.0125837 0.0362139 
0.0110147 0.0194083 0.0119464 0.0166475 0.0374173 0.0614097 0.386037 0.292217 0.0389061 0.124995 
0.0113794 0.102291 0.0110571 0.141507 0.329322 0.0114612 0.0142837 0.14932 0.00266653 0.226712 
0.0051753 0.0430189 0.0809248 0.252938 0.236071 0.0109257 0.0441701 0.0402873 0.278932 0.00755613 
0.0276978 0.0130382 0.221528 0.057577 0.0075275 0.183396 0.0155971 0.300016 0.0661719 0.107451 
0.0377734 0.030344 0.0247321 0.0591274 0.0912074 0.58551 0.00530916 0.0391015 0.0368155 0.0900798 
0.156839 0.0123244 0.0105569 0.0503376 0.0111147 0.0900373 0.150426 0.0696348 0.396397 0.0523331 
0.283728 0.0556068 0.0880614 0.00506116 0.178361 0.0182037 0.00595339 0.00809754 0.140228 0.216699 
0.0181365 0.0355717 0.00236651 0.180958 0.0872496 0.130092 0.0597535 0.192583 0.154967 0.138322 
0.261451 0.0601395 0.199883 0.0561525 0.194582 0.0559816 0.116911 0.00651852 0.000405186 0.0479753 
0.139519 0.177308 0.00121421 0.00584962 0.0235007 0.132195 0.161742 0.00726952 0.149653 0.201749 
0.116609 0.00303141 0.146429 0.346541 0.0233704 0.00744905 0.253896 0.081726 0.00198741 0.0189603 
0.083693 0.00515435 0.233494 0.00885376 0.00257798 0.0336285 0.258461 0.255014 0.0421249 0.0769983 
0.00905742 0.0309785 0.518137 0.0432301 0.00167821 0.025393 0.00522814 0.172774 0.16926 0.024263 
0.0702556 0.0140094 0.164364 0.421772 0.0146723 0.0565435 0.0464759 0.0113916 0.0197257 0.180789 
0.0158743 0.0894378 0.0983355 0.0294129 0.0227241 0.202551 0.398729 0.00488059 0.0912369 0.0468178 
0.100335 0.000211032 0.0444427 0.0113993 0.00889594 0.181135 0.17017 0.401624 0.00679863 0.0749894 
0.209617 0.00884798 0.0240652 0.040129 0.0135005 0.270736 0.0223362 0.183496 0.0741759 0.153096 
0.0190727 0.0787699 0.123639 0.00790191 0.183879 0.372953 0.0564146 0.00715582 0.0750508 0.0751634 
0.315762 0.0457484 0.101632 0.0287651 0.0300671 0.247724 0.213695 0.0133649 0.000412235 0.00283052 
0.304405 0.00370951 0.0295952 0.0082998 0.160206 0.11087 0.159875 0.061413 0.16088 0.000747525 
0.033248 0.134168 0.19372 0.0239501 0.0419897 0.0132158 0.0836982 0.0375702 0.0410489 0.397391 
0.157603 0.0319594 0.116889 0.0072525 0.240322 0.00885945 0.031566 0.147499 0.232858 0.0251921 
0.104623 0.00673617 0.180839 0.173576 0.128431 0.000597328 0.0432286 0.0337676 0.139116 0.189085 
0.0192348 0.289895 0.0167235 0.00302526 0.273096 0.102933 0.022371 0.231927 0.0308864 0.00990793 
0.0654795 0.00537838 0.104139 0.108498 0.398858 0.00126824 0.105738 0.202831 0.00470307 0.00310772 
0.0133741 0.189185 0.215008 0.0669508 0.117193 0.0153949 0.0012003 0.190418 0.167056 0.0242203 
0.0105603 0.262252 0.16509 0.193995 0.189189 0.0130647 0.0916284 0.00836151 0.0495174 0.0163411 
0.00367867 0.125251 0.0570559 0.237369 0.00599055 0.0539097 0.0383693 0.378746 0.0470626 0.0525672 
0.0173352 0.00804187 0.0524137 0.28642 0.0377861 0.026082 0.00633727 0.0735341 0.311529 0.180521 
0.0395249 0.00381961 0.0113461 0.00728793 0.0564686 0.0496286 0.190133 0.166097 0.128854 0.346841 
0.170899 0.24567 0.0764981 0.194673 0.00314633 0.00800442 0.0303434 0.112333 0.00659474 0.151838 
0.0337954 0.10213 0.0068739 0.0932991 0.229135 0.00125779 0.0138029 0.351201 0.119069 0.0494349 
0.00413726 0.0220322 0.0139968 0.0105858 0.292209 0.0723435 0.323521 0.188525 0.0470493 0.0255997 
0.0413801 0.348641 0.00331026 0.05176 0.0337258 0.166961 0.0102566 0.245845 0.0450497 0.0530711 
0.00651442 0.0251751 0.218702 0.0482042 0.00356052 0.000414714 0.0710011 0.206266 0.186079 0.234083 
0.0168569 0.119798 0.108696 0.0320307 0.159599 0.00357028 0.208256 0.170022 0.00822064 0.17295 
0.00239787 0.0119457 0.207228 0.0633571 0.025598 0.443781 0.050963 0.17285 0.00917594 0.0127041 
0.010651 0.356935 0.0139569 0.0590984 0.104487 0.0305291 0.199442 0.0546767 0.0219802 0.148244 
0.00783855 0.0235184 0.217657 0.0200148 0.313688 0.0344276 0.0139499 0.0403155 0.0710165 0.257574 
0.0887206 0.107902 0.157799 0.00339322 0.15162 0.173106 0.122287 0.0129839 0.00138919 0.180799 
0.208891 0.128268 0.0544381 0.0046115 0.404934 0.0661443 0.0338712 0.00448152 0.0217854 0.0725748 
0.0178154 0.00755113 0.224574 0.114146 0.027661 0.0145614 0.429572 0.0309776 0.100139 0.0330024 
0.266283 0.165369 0.131942 0.0103911 0.00605961 0.154716 0.00864479 0.00123785 0.179675 0.0756814 
0.172656 0.006388 0.164232 0.00241643 0.00238925 0.0880004 0.0941431 0.250498 0.211246 0.00803104 
0.00290861 0.133255 0.0359912 0.499754 0.100146 0.0728861 0.0246689 0.0730519 0.0505079 0.00683043 
0.0533331 0.0368494 0.0434652 0.183806 0.0191876 0.264941 0.113653 0.0390365 0.0338183 0.21191 
0.0157165 0.183794 0.00775496 0.0117035 0.0376009 0.241596 0.0388781 0.0412148 0.289051 0.13269 
