0.360499 0.117537 0.103985 0.274717 0.143262 
0.0049745 0.0294713 0.024077 0.00588423 0.935593 
0.00472082 0.875341 0.0215267 0.0615318 0.0368797 
0.00983154 0.0537792 0.839302 0.0474512 0.0496357 
0.0383362 0.0117634 0.0438776 0.885411 0.020612 
0.874257 0.0427283 0.0503056 0.0149727 0.0177367 
0.00586388 0.404404 0.189648 0.0149031 0.385181 
0.0177812 0.0140324 0.00351606 0.461836 0.502834 
0.0293276 0.0627794 0.438108 0.452051 0.0177344 
0.00637317 0.423656 0.00508114 0.468717 0.0961724 
0.394689 0.540106 0.0025522 0.037858 0.0247949 
0.367792 0.022327 0.0068231 0.0357312 0.567327 
0.107237 0.00742691 0.441563 0.0810996 0.362674 
0.239642 0.320001 0.410007 0.00521253 0.025137 
0.554898 0.228182 0.191026 0.00119762 0.0246969 
0.00446735 0.504835 0.251184 0.206042 0.033472 
0.221268 0.0170484 0.154841 0.578169 0.0286733 
0.62512 0.00191541 0.0329219 0.0289886 0.311054 
0.324062 0.337294 0.0151104 0.0112428 0.31229 
0.0725911 0.0436812 0.226404 0.0113388 0.645985 
0.276997 0.0197547 0.546391 0.132976 0.0238815 
0.0421538 0.142519 0.165491 0.418008 0.231829 
0.37949 0.0204726 0.263936 0.0321817 0.30392 
0.124602 0.175422 0.0140531 0.196003 0.489921 
0.0237718 0.212 0.57127 0.0342983 0.15866 
0.0946804 0.585106 0.0210666 0.0721692 0.226978 
0.634994 0.0626769 0.0719332 0.216053 0.0143421 
0.101323 0.23694 0.287841 0.154886 0.219009 
0.224196 0.377577 0.0694184 0.240606 0.088203 
0.0187058 0.0586312 0.014531 0.686775 0.221357 
0.496536 0.00997179 0.303802 0.152463 0.0372266 
0.0552204 0.640975 0.0183657 0.269383 0.0160559 
0.22906 0.0268124 0.00214245 0.475056 0.266929 
0.222063 0.139689 0.327041 0.281409 0.0297981 
0.0142387 0.345308 0.02191 0.291488 0.327055 
0.193417 0.0126316 0.249501 0.2465 0.297951 
0.0257934 0.0382591 0.0373648 0.183985 0.714598 
0.0298748 0.42775 0.366835 0.00732881 0.168212 
0.010347 0.122705 0.622122 0.2313 0.0135267 
0.0267411 0.327019 0.443162 0.198559 0.00451848 
0.105311 0.222944 0.00514173 0.613775 0.0528283 
0.0516829 0.242245 0.00647258 0.0320067 0.667593 
0.370781 0.0291748 0.00899305 0.232135 0.358916 
0.482446 0.282858 0.00417362 0.0990669 0.131455 
0.0628723 0.0108234 0.201801 0.217532 0.506972 
0.211144 0.530203 0.171035 0.0582441 0.029374 
0.232355 0.156643 0.152852 0.0349339 0.423216 
0.45651 0.0566523 0.00964982 0.440563 0.0366242 
0.00599113 0.227107 0.238769 0.496842 0.0312919 
0.0274198 0.0153986 0.226801 0.723624 0.00675602 
0.0280999 0.175481 0.323069 0.0242592 0.449091 
0.346171 0.178285 0.293373 0.0624392 0.119732 
0.0740048 0.0738747 0.455862 0.230722 0.165537 
0.24832 0.218565 0.0691977 0.422049 0.0418685 
0.0128064 0.715919 0.189104 0.0312039 0.0509657 
0.183134 0.0526762 0.563818 0.00175326 0.198619 
0.443731 0.132776 0.0677211 0.017166 0.338606 
0.681814 0.0801372 0.117663 0.00695226 0.113433 
0.340433 0.00705563 0.234318 0.380869 0.0373237 
0.18706 0.266773 0.0662077 0.199543 0.280416 
0.181989 0.292424 0.0076104 0.0164457 0.50153 
0.0754249 0.56012 0.35157 0.00877176 0.00411368 
0.351605 0.366988 0.170171 0.075279 0.0359571 
0.191991 0.42233 0.134617 0.0209009 0.230161 
0.527721 0.0111636 0.0348018 0.241187 0.185127 
0.173004 0.751858 0.00838555 0.0664683 0.000283696 
0.10953 0.323405 0.264468 0.273926 0.0286711 
0.279992 0.0160137 0.407187 0.100246 0.19656 
0.00893145 0.0610873 0.706495 0.0108949 0.212591 
0.0463057 0.372994 0.532991 0.0121301 0.0355793 
0.00307667 0.255261 0.149609 0.0868839 0.50517 
0.160262 0.165876 0.388165 0.00664244 0.279054 
0.182218 0.0943597 0.682181 0.0333128 0.00792866 
0.0312468 0.519473 0.013629 0.250608 0.185043 
0.211909 0.0160196 0.064351 0.154106 0.553614 
0.0502206 0.135677 0.0601231 0.358705 0.395273 
0.00169179 0.0374064 0.308302 0.481456 0.171144 
0.381594 0.126842 0.443026 0.0476523 0.000885821 
0.0243097 0.41899 0.21364 0.143657 0.199404 
0.116516 0.23023 0.00220847 0.427249 0.223797 
0.20066 0.0152778 0.194319 0.422109 0.167634 
0.13177 0.0474801 0.0570775 0.0204282 0.743244 
0.0309719 0.180777 0.362851 0.334896 0.0905038 
0.173225 0.00842215 0.323097 0.483741 0.0115147 
0.433144 0.222722 0.122641 0.200173 0.0213186 
0.429744 0.147911 0.138634 0.106321 0.17739 
0.172783 0.0619456 0.00972332 0.686604 0.0689438 
0.0222972 0.0924712 0.0155169 0.527699 0.342015 
0.0893371 0.182014 0.180344 0.168193 0.380113 
0.708201 0.00583012 0.00385077 0.140989 0.14113 
0.0369337 0.0687554 0.338505 0.252475 0.303331 
0.219684 0.61952 0.0378894 0.0124442 0.110462 
0.18846 0.0285149 0.306247 0.0332553 0.443523 
0.137557 0.275784 0.222528 0.0172052 0.346925 
0.142669 0.0367771 0.536602 0.274937 0.00901548 
0.20861 0.540796 0.0300927 0.175134 0.0453683 
0.718829 0.177071 0.0249394 0.0689287 0.0102314 
0.130056 0.402889 0.0825493 0.374797 0.00970877 
0.103397 0.228496 0.566235 0.0980779 0.00379476 
0.258533 0.258856 0.184035 0.10159 0.196985 
0.119797 0.387164 0.33195 0.114736 0.0463533 
0.00131509 0.0163277 0.382596 0.102709 0.497052 
0.599415 0.0795442 0.285508 0.00896312 0.0265696 
0.320449 0.00267207 0.369849 0.24217 0.0648601 
0.0139778 0.0243427 0.177011 0.605567 0.1791 
0.243655 0.168601 0.469098 0.0016907 0.116955 
0.0693176 0.355341 0.0609817 0.109687 0.404672 
0.25731 0.105085 0.111726 0.22179 0.30409 
0.0296011 0.710327 0.0413563 0.0961803 0.122536 
0.239074 0.00943791 0.0110721 0.342627 0.397788 
0.278657 0.00808517 0.191189 0.120206 0.401863 
0.298076 0.422994 0.0330994 0.0868395 0.158991 
0.344389 0.314175 0.0190094 0.307353 0.0150734 
0.00970281 0.563147 0.0103229 0.042829 0.373998 
0.0133265 0.0247047 0.541279 0.14356 0.277129 
0.0721214 0.572358 0.217027 0.0166539 0.12184 
0.466105 0.00245832 0.179222 0.244701 0.107514 
0.0010642 0.116541 0.0920479 0.709534 0.080813 
0.245977 0.263834 0.278356 0.152573 0.0592604 
0.0870287 0.609436 0.131629 0.149172 0.0227347 
0.010476 0.303827 0.240126 0.281712 0.163859 
0.135809 0.112822 0.286218 0.280603 0.184549 
0.00144061 0.342385 0.0438719 0.605108 0.00719455 
0.556322 0.227141 0.00690391 0.191238 0.0183953 
0.318071 0.132069 0.0389782 0.118652 0.392229 
0.00624577 0.112974 0.115337 0.177009 0.588434 
0.495559 0.404614 0.0158148 0.0582828 0.0257284 
0.0829495 0.0094978 0.755014 0.151586 0.000953369 
0.0891716 0.0298889 0.173029 0.357318 0.350593 
0.129108 0.122831 0.115186 0.537152 0.0957222 
0.398673 0.289647 0.107595 0.0177044 0.186381 
0.159209 0.42927 0.00273542 0.104138 0.304648 
0.629959 0.00102043 0.184418 0.124561 0.060042 
0.0476053 0.101457 0.672951 0.0919744 0.0860119 
0.0631762 0.0127416 0.00474812 0.33073 0.588604 
0.422469 0.103846 0.233433 0.238991 0.00126132 
0.137168 0.180407 0.405853 0.146099 0.130473 
0.198224 0.112359 0.114776 0.00761399 0.567027 
0.241068 0.121413 0.295836 0.159139 0.182544 
0.00790576 0.242263 0.0786381 0.544841 0.126352 
0.581244 0.0182685 0.0273135 0.352743 0.0204313 
0.620463 0.212498 0.0522492 0.00611259 0.108678 
0.108293 0.112892 0.257969 0.443891 0.0769551 
0.320051 0.276919 0.000857352 0.157149 0.245024 
0.316109 0.0517459 0.0285376 0.462514 0.141093 
0.0154153 0.546231 0.0122816 0.394649 0.0314228 
0.0109924 0.358381 0.215777 0.380936 0.033914 
0.00816188 0.172004 0.391672 0.154888 0.273275 
0.279324 0.148961 0.185543 0.329502 0.0566708 
0.146061 0.263087 0.10032 0.336137 0.154395 
0.127222 0.498678 0.120994 0.126236 0.126869 
0.465286 0.115394 0.0861651 0.303255 0.0299007 
0.562161 0.124008 0.0175556 0.146138 0.150137 
0.0084182 0.363405 0.310808 0.0205497 0.29682 
0.127975 0.0272196 0.0646744 0.582173 0.197958 
0.487943 0.0425708 0.227917 0.04004 0.201529 
0.11943 0.010621 0.355096 0.393733 0.121119 
0.155241 0.270738 0.171694 0.385127 0.0171995 
0.308423 0.138766 0.00353547 0.309105 0.240171 
0.168401 0.194219 0.00874428 0.315732 0.312903 
0.151329 0.435668 0.206605 0.201909 0.00448916 
0.0356767 0.396417 0.120827 0.280431 0.166649 
0.0483296 0.509576 0.139574 0.296696 0.0058235 
0.189632 0.101357 0.111903 0.164055 0.433053 
0.0816556 0.250124 0.164944 0.241195 0.262081 
0.176115 0.382035 0.228454 0.0783696 0.135026 
0.435214 0.010306 0.105471 0.0310938 0.417915 
0.0152844 0.474929 0.11384 0.105619 0.290328 
0.147671 0.160944 0.468152 0.211792 0.0114407 
0.286441 0.351391 0.269656 0.00099451 0.091518 
0.467755 0.136441 0.26893 0.0851638 0.0417097 
0.137947 0.125894 0.299244 0.102347 0.334568 
0.0968784 0.0127475 0.27174 0.600539 0.018095 
0.130626 0.297755 0.0312198 0.490547 0.0498518 
0.265059 0.0770671 0.00321499 0.00147298 0.653186 
