0.0321264 0.0743886 0.0479423 0.0709365 0.0365857 0.0323252 0.0912651 0.0392134 0.0134397 0.0774925 0.0235692 0.0606898 0.0372168 0.321055 0.0417532 
0.0412356 0.0119756 0.00137189 0.00177125 0.0391292 0.0299911 0.018018 0.63264 0.07967 0.0137989 0.0154226 0.0153325 0.0313011 0.0405213 0.027821 
0.0085351 0.0122659 0.0490475 0.0457646 0.538667 0.0141111 0.0570119 0.042655 0.0991293 0.040668 0.00961282 0.00248832 0.0436918 0.0260731 0.0102784 
0.00469414 0.0133122 0.0424748 0.133184 0.0119855 0.021657 0.0184447 0.057461 0.0511459 0.000852341 0.0236641 0.101527 0.0080072 0.00439115 0.507199 
0.0047068 0.0023752 0.00716609 0.0167608 0.0511215 0.205955 0.0195019 0.0670096 0.468433 0.0199437 0.0437104 0.038078 0.00184682 0.0451644 0.00822667 
0.0322357 0.0295832 0.0156616 0.0989872 0.0622646 0.00704306 0.0260056 0.0995806 0.0283366 0.0561946 0.492121 0.00268186 0.0125762 0.00658354 0.0301447 
0.488754 0.0341202 0.0822531 0.00445831 0.0322497 0.0260667 0.0348811 0.1299 0.0352579 0.0163721 0.00322453 0.0368638 0.0356132 0.0321245 0.00786036 
0.015062 0.0641311 0.0583402 0.0502168 0.00347066 0.00278644 0.0608929 0.0223189 0.110489 0.0341192 0.011889 0.502684 0.0033504 0.0117537 0.0484959 
0.00681136 0.00197801 0.430082 0.0436971 0.16196 0.0623544 0.00235193 0.000225522 0.00595881 0.00111381 0.122718 0.0214723 0.112038 0.00120534 0.0260341 
0.0205181 0.0401632 0.087593 0.0165603 0.00842471 0.0452207 0.0540856 0.128141 0.00575477 0.00092285 0.0215561 0.137514 0.418218 0.00211401 0.0132141 
0.0603104 0.0455832 0.027303 0.00224174 0.0382001 0.370298 0.0400794 0.24009 0.0186679 0.0109962 0.0137958 0.0193405 0.00785473 0.00818229 0.0970562 
0.0379745 0.0259587 0.0172536 0.0110155 0.0152931 0.00112125 0.232376 0.0273509 0.0532429 0.447971 0.00853948 0.0391133 0.0254665 0.00839322 0.048931 
0.128733 0.44824 0.0544994 0.030637 0.0444835 0.0231928 0.025057 0.0257588 0.0852513 0.000702651 0.0405911 0.0422443 0.010864 0.0175574 0.0221876 
0.0390057 0.00220465 0.0456914 0.449107 0.0174717 0.0630817 0.029163 0.043569 0.0754524 0.0402736 0.0170436 0.00762218 0.035678 0.0202291 0.114407 
0.00267088 0.113609 0.0302291 0.00437123 0.0707576 0.0406285 0.458882 0.106174 0.00528847 0.043223 0.0246528 0.0644036 0.0226097 0.00150725 0.0109924 
0.000375917 0.0366203 0.157334 0.00864642 0.121279 0.0172454 0.0492046 0.286357 0.00311986 0.0857287 0.154919 0.006755 0.00889515 0.0554368 0.00808288 
0.140239 0.0172322 0.00625832 0.155078 0.00314702 0.0090508 0.00336891 0.00129921 0.257921 0.0916665 0.0160976 0.00294062 0.211068 0.0503636 0.0342692 
0.146466 0.00187943 0.0101429 0.0213674 0.199509 0.158103 0.0576733 0.00110306 0.0499308 0.027324 0.0457861 0.214012 0.0172086 0.0379666 0.0115281 
0.00265855 0.0437132 0.0360297 0.00431982 0.0412252 0.122708 0.0107068 0.0299999 0.0523622 0.0244516 0.173972 0.0375205 0.169391 0.0269134 0.224027 
0.00408907 0.122115 0.26631 0.00625352 0.0277038 0.131947 0.0416982 0.0106548 0.0361608 0.257983 0.00418452 0.0406188 4.40156e-005 0.0172859 0.0329516 
0.001085 0.200978 0.00197154 0.192486 0.185482 0.00986484 0.0179538 0.0267937 0.0354413 0.133604 0.0167963 0.0081671 0.0765156 0.0120179 0.0808442 
0.0220931 0.0191857 0.31278 0.0294433 5.13767e-006 0.0339897 0.0651936 0.0181845 0.00965411 0.0768437 0.0157992 0.00749293 0.0344025 0.0384806 0.316452 
0.0421051 0.0550537 0.0180694 0.0351078 0.0195058 0.00301826 0.00672803 0.323076 0.0606523 0.036532 0.00151752 0.00460404 0.00185961 0.120168 0.272003 
0.00625393 0.016296 0.0497521 0.122912 0.0274165 0.0415321 0.190068 0.168982 0.218886 0.00750411 0.0599017 0.0760309 0.00445445 0.00357101 0.00643883 
0.0420843 0.0197022 0.0612297 0.0138298 0.301603 0.0143184 0.0215085 0.0558987 0.0366923 0.0190347 0.0116549 0.0819097 0.0292328 0.0192016 0.272099 
0.182134 0.0462634 0.202498 0.00973794 0.0821141 0.00624274 0.0740713 0.00136067 0.00965173 0.00128856 0.266998 0.0443219 0.00629112 0.0149972 0.0520293 
0.0358203 0.248978 0.00697264 0.011408 0.0939236 0.0320722 0.00471873 0.0171354 0.0153445 0.010461 0.00473982 0.257099 0.17033 0.0703631 0.0206335 
0.00530404 0.0998144 0.33518 0.321402 0.0446756 0.00751102 0.00274512 0.0517328 0.00726702 0.0240823 0.012935 0.047342 0.00462671 0.00630668 0.0290744 
0.224899 0.0230195 0.0161173 0.0303321 0.00492046 0.12451 0.00265329 0.091343 0.00273757 0.221885 0.00544535 0.00766153 0.15407 0.0614089 0.028998 
0.00225293 0.0373563 0.0420845 0.0150049 0.0225727 0.0218568 0.00872256 0.0190112 0.0648406 0.267872 0.0290824 0.143404 0.0181178 0.000282169 0.307539 
0.250205 0.0136227 0.0179801 0.213249 0.00320821 0.00375748 0.013856 0.102272 0.0464058 0.0271951 0.127171 0.111903 0.0171899 0.0401623 0.0118221 
0.254375 0.0928219 0.0262367 0.00828782 0.00235329 0.0106608 0.253271 0.0605533 0.0169783 0.0180925 0.00670512 0.0558841 0.0590717 0.0113941 0.123315 
0.0411944 0.00439021 0.157456 0.0123135 0.157984 0.00578522 0.226967 0.00719631 0.0308659 0.134996 0.0298511 0.000345486 0.110727 0.0754846 0.00444262 
0.0601236 0.0149292 0.000793795 0.0100429 0.00260016 0.205696 0.00653838 0.0191227 0.208699 0.0196144 0.295273 0.108144 0.0154473 0.0192385 0.0137371 
0.0676466 0.148645 0.0448028 0.0232735 0.0107329 0.00483649 0.0451579 0.0257427 0.229452 0.0422839 0.0197549 0.00823779 0.00396332 0.110199 0.215272 
0.0120762 0.0519345 0.0815833 0.211102 0.0317907 0.353984 0.0195123 0.00426612 0.0844431 0.0191421 0.0524483 0.0106642 0.00274095 0.0575972 0.0067153 
0.106379 0.00560822 0.253884 0.0055236 0.0101031 0.114385 0.0107518 0.0469074 0.234091 0.0400313 0.0419904 0.0295016 0.0618846 0.0239044 0.0150543 
0.0197119 0.0412207 0.0407454 0.00166915 0.00775997 0.242431 0.256358 0.00196606 0.0135686 0.00435129 0.109377 0.0255041 0.129631 0.0599436 0.0457615 
0.0702685 0.00464851 0.0344621 0.0476134 0.0299749 0.0635429 0.00255193 0.0263005 0.0129708 0.347991 0.0609877 0.242708 0.0390698 0.00529713 0.0116131 
0.0671159 0.283099 0.0414104 0.0176581 0.0585044 0.00586484 0.000302159 0.365187 0.0167297 0.0324954 0.0119385 0.00128766 0.0219856 0.0705814 0.00583985 
0.0690511 0.0023938 0.163792 0.0247773 0.042343 0.00384988 7.9529e-005 0.189553 0.0198243 0.025396 0.0128753 0.302628 0.115692 0.0154428 0.0123029 
0.0829707 0.00785053 0.0587797 0.0168644 0.0404927 0.0382894 0.0559376 0.00665096 0.15716 0.233422 0.17216 0.00754605 0.0103911 0.103356 0.00812911 
0.0472587 0.276597 0.0626396 0.205514 0.0339534 0.0126749 0.249664 0.00321225 0.00391522 0.0153721 0.00376004 0.0309364 0.0248872 0.0121395 0.0174751 
0.0222684 0.0369445 0.0225157 0.00173457 0.265402 0.0642786 0.00898226 0.0192789 0.160552 0.0298826 0.093874 0.0304279 0.192852 0.0207554 0.0302512 
0.293299 0.00481747 0.00274392 0.021108 0.0139403 0.286236 0.0139114 0.0335398 0.0147663 0.00667893 0.0766603 0.0167641 0.0185335 0.119136 0.0778647 
0.00805751 0.0987283 0.0287198 0.189815 0.0106877 0.0103973 0.0922427 0.0422511 0.056186 0.021644 0.199857 0.0310391 0.208454 0.000567332 0.00135312 
0.00493498 0.00303369 0.0341566 0.0269489 0.0150699 0.145638 0.065124 9.23701e-005 0.00126882 0.0101527 0.302984 0.0271071 0.0112452 0.292098 0.0601457 
0.248715 0.0058788 0.000891004 0.0361469 0.0014958 0.0350874 0.000217176 0.278375 0.00525679 0.0234738 0.0592075 0.0153896 0.0978269 0.190261 0.00177635 
0.245847 0.0207402 0.00648417 0.0135066 0.00512688 0.0503097 0.0906657 0.0079517 0.0283718 0.0221336 0.0981803 0.0039973 0.339551 0.0406775 0.0264563 
0.297825 0.00320563 0.000648879 0.0162293 0.0582716 0.0342483 0.0176561 0.0568663 0.00348493 0.0127528 0.00284037 0.25299 0.0389757 0.00630715 0.197698 
0.116492 0.0290928 0.0306674 0.0118282 0.0626035 0.0324831 0.0286701 0.000698479 0.340305 0.0160078 0.0265251 0.227205 0.0363505 0.00528792 0.0357833 
0.00854841 0.0831092 0.0427495 0.00974361 0.0308474 0.0142972 0.00960208 0.0402765 0.0107835 0.369204 0.0240406 0.00418173 0.215556 0.0134661 0.123594 
0.00512565 0.000633779 0.00298313 0.0261458 0.0577718 0.0166751 0.010066 0.212351 0.110038 0.134856 0.0466199 0.0540451 0.207128 0.0743734 0.041188 
0.136847 0.0451641 0.169696 0.107266 0.0675371 0.00535203 0.0101776 0.0434618 0.0263383 0.00159809 0.0046996 0.0130987 0.134834 0.102052 0.131878 
0.0813738 0.0180675 0.0221922 0.169381 0.289562 0.0504254 0.00391289 0.00906697 0.00608388 0.0310818 0.00520793 0.0375774 0.00977803 0.192017 0.0742727 
0.0411533 0.255658 0.0107244 0.00478352 0.0120807 0.221051 0.000479994 0.00447059 0.00875127 0.157467 0.0419998 0.144954 0.0210686 0.0558336 0.0195239 
0.0530679 0.0179492 0.00879856 0.00243704 0.231581 0.252021 0.042038 0.0286528 0.00812931 0.0257743 0.231771 0.0178085 0.00483442 0.00685621 0.0682803 
0.135254 0.186409 0.00435733 0.0143336 0.0592141 0.105428 0.081836 0.0858717 0.103241 0.00387736 0.147179 0.016367 0.030552 0.0108344 0.0152464 
0.093483 0.0257306 0.001438 0.189063 0.000664394 0.0252065 0.0168323 0.0143578 0.109275 0.0795242 0.000231653 0.277956 0.12836 0.0329188 0.00495881 
0.0193427 0.187947 0.184949 0.00697552 0.00027593 0.0143474 0.0812533 0.0818559 0.0152256 3.39913e-005 0.110603 0.172655 0.0393479 0.000674406 0.0845138 
0.0297795 0.00524822 0.0171147 0.0617853 0.018485 0.0639983 0.19955 0.0605469 0.0535635 0.0278566 0.0336389 0.107776 0.000441207 0.0409609 0.279255 
0.00842871 0.259345 0.0164839 0.0205419 0.0533656 0.00932544 0.00191103 0.117047 0.0065156 0.0620027 0.152152 0.000627783 0.0242791 0.029946 0.238027 
0.311151 0.0459328 0.00665709 0.0115203 0.247662 0.0381155 0.0681349 0.00883022 0.100633 0.084358 0.0211948 0.0133588 0.0364855 0.00403046 0.00193543 
0.00616357 0.0688797 0.00860367 0.0875704 0.136685 0.00248991 0.220418 0.0228167 0.0209682 0.00543331 0.00499689 0.189731 0.160319 0.0296651 0.0352595 
0.00365086 0.207863 0.0528766 0.111574 0.00710874 0.00851535 0.0218739 0.0525199 0.00352124 0.0817199 0.231036 0.00491872 0.032059 0.172403 0.0083603 
