0.0803176 0.0288693 0.360884 0.0118987 0.115215 0.0834714 0.274157 0.0451872 
0.0250707 0.0434182 0.00259156 0.0726957 0.10918 0.00355693 0.0234199 0.720068 
0.0702654 0.711629 0.0431108 0.0102151 0.0409716 0.0227066 0.0894581 0.0116435 
0.047144 0.00188858 0.050987 0.681078 0.0168695 0.0831649 0.0632971 0.0555707 
0.711421 0.0438665 0.00141104 0.0612942 0.054664 0.0419029 0.0451551 0.040285 
0.0375755 0.00755193 0.0669743 0.00897722 0.0958693 0.743899 0.0295406 0.00961196 
0.00417087 0.0357233 0.0052742 0.0351096 0.644374 0.0193336 0.0373354 0.218679 
0.0636264 0.0404642 0.0178704 0.00834997 0.00354147 0.0957305 0.714819 0.0555984 
0.0237452 0.257069 0.0132057 0.248388 0.0325359 0.317665 0.0789507 0.0284409 
0.283615 0.0204488 0.0979222 0.209854 0.030268 0.0476387 0.0312839 0.27897 
0.268102 0.283564 0.0346533 0.000155218 0.374611 0.00748833 0.0182113 0.0132146 
0.00387816 0.39666 0.11432 0.0387428 0.0534985 0.00797163 0.0154613 0.369468 
0.0148085 0.0105403 0.172119 0.00543869 0.147 0.35611 0.0123963 0.281587 
0.0190287 0.389254 0.487849 0.0361975 0.00535656 0.0062603 0.0504581 0.00559607 
0.426119 0.0325855 0.0100948 0.0807303 0.00885708 0.0206112 0.406478 0.0145246 
0.0821384 0.0370132 0.0893392 0.344385 0.312164 0.0282506 0.0876976 0.0190121 
0.0388992 0.0833705 0.0429434 0.00353546 0.0487532 0.0629827 0.325101 0.394414 
0.118118 0.350551 0.00647894 0.0252771 0.0431733 0.0212216 0.415525 0.0196557 
0.419675 0.0534299 0.383365 0.00161176 0.0057402 0.0965146 0.0238443 0.0158191 
0.351633 0.0704492 0.0207607 0.0521117 0.055513 0.368077 0.0620824 0.0193728 
0.0651884 0.0873345 0.0195546 0.0427692 0.367207 0.0235458 0.375929 0.0184711 
0.0661188 0.0229767 0.568543 0.0612051 0.0131136 0.0114347 0.00962281 0.246985 
0.0508777 0.00624475 0.0549053 0.0664841 0.00546725 0.358151 0.403154 0.0547154 
0.0106942 0.0229757 0.431022 0.351724 0.106567 0.0494446 0.0184505 0.00912186 
0.0378753 0.0635831 0.00316714 0.0747793 0.426028 0.308573 0.0512093 0.0347845 
0.29782 0.28957 0.034119 0.257333 0.072737 0.0117519 0.0294148 0.0072544 
0.0620799 0.175507 0.0198939 0.394667 0.0163094 0.0401432 0.289019 0.00237976 
0.117109 0.0145936 0.239288 0.0645475 0.308266 0.0350398 0.000774046 0.220382 
0.0214512 0.0585729 0.412978 0.0162026 0.0091398 0.386333 0.0663285 0.0289939 
0.00285772 0.216727 0.0385642 0.344266 0.0724616 0.0190063 0.0054591 0.300658 
0.0325031 0.0568897 0.250288 0.0829547 0.0186549 0.0749066 0.00943416 0.474369 
0.142408 0.279145 0.205439 0.00721617 0.110112 0.223171 0.00533695 0.0271724 
0.382674 0.0136445 0.0355119 0.168505 0.26914 0.00205012 0.110167 0.0183077 
0.0284326 0.398374 0.0127651 0.17141 0.231148 0.0216529 0.0385269 0.0976908 
0.268413 0.0116515 0.0103992 0.0166923 0.107774 0.151499 0.241427 0.192144 
0.0255149 0.0140008 0.0150987 0.0070507 0.333487 0.0853003 0.10694 0.412607 
0.146045 0.0011663 0.0292575 0.387621 0.00701418 0.211537 0.0956019 0.121757 
0.00344006 0.0874953 0.144253 0.140912 0.084982 0.004374 0.442869 0.0916742 
0.0194031 0.295956 0.154709 0.114273 0.00145992 0.066132 0.202516 0.14555 
0.0181759 0.0439994 0.00279887 0.0528129 0.0122759 0.590969 0.00162731 0.277341 
0.00426856 0.266861 0.259426 0.358083 0.00166424 0.0221568 0.0271813 0.0603592 
0.155304 0.0231379 0.502505 0.0206834 0.195346 0.0707995 0.0106286 0.0215955 
0.343604 0.263724 0.00143719 0.0223311 0.0149656 0.0957409 0.0855061 0.17269 
0.0763557 0.00100334 0.105322 0.184593 0.0614989 0.492144 0.054633 0.0244498 
0.0201009 0.0975133 0.226929 0.194864 0.0971036 0.184615 0.0393226 0.139552 
0.0240755 0.146138 0.192517 0.0125539 0.510155 0.0391038 0.0334396 0.0420164 
0.0298542 0.02393 0.025885 0.230213 0.174325 0.250022 0.240035 0.0257355 
0.387971 0.0121664 0.120123 0.261917 8.47418e-005 0.0543861 0.161691 0.00166074 
0.245262 0.00627158 0.00503204 0.0150402 0.505038 0.0111678 0.191995 0.0201933 
0.270606 0.134113 0.00181674 0.00671541 0.0050967 0.0878183 0.0537455 0.440088 
0.00519945 0.00478241 0.079639 0.308408 0.00285617 0.0183029 0.0696006 0.511211 
0.0300828 0.0219203 0.00578987 0.105517 0.0425175 0.310988 0.213004 0.270181 
