0.00260643 0.083117 0.262279 0.116681 0.10736 0.0850373 0.0323911 0.0123025 0.0622679 0.0971434 0.0706984 0.0681165 
0.0223912 0.0371649 0.00333857 0.0190208 0.021447 0.0320694 0.0971823 0.59246 0.00382042 0.0548168 0.114068 0.00222112 
0.567124 0.0224921 0.0677951 0.00842952 0.0469037 0.0139432 0.0494191 0.0700881 0.010356 0.0827752 0.0602433 0.000430786 
0.0219135 0.0579564 0.0192285 0.0108643 0.0206746 0.0987969 0.566581 0.00590716 0.0116969 0.0463222 0.12377 0.0162888 
0.000428188 0.0704479 0.0149341 0.0350695 0.0156427 0.0123956 0.0100206 0.121919 0.577134 0.0165818 0.027832 0.0975938 
0.032523 0.022288 0.00863724 0.0796123 0.0939222 0.00429473 0.0274901 0.00823652 0.0277284 0.615085 0.0159322 0.06425 
0.0205838 0.0103189 0.0221799 0.0652424 0.0205384 0.593562 0.0178909 0.00821828 0.100657 0.0256982 0.0862295 0.0288813 
0.00418654 0.514212 0.00589375 0.0743231 0.00485758 0.00193335 0.0579592 0.199053 0.0402649 0.0212787 0.019382 0.0566557 
0.0251197 0.0259546 0.0158782 0.00641536 0.504084 0.000388227 0.0243615 0.0451089 0.0288258 0.0252235 0.0343735 0.264267 
0.105126 0.0919648 0.0611659 0.0110452 0.0255455 0.0897807 0.0661511 0.0282968 0.0051382 0.0122933 0.00286991 0.500623 
0.162328 0.0152362 0.00235708 0.0154916 0.00247089 0.0209611 0.0369372 0.176724 0.123254 0.011408 0.394786 0.038046 
0.0144869 0.017902 0.0810418 0.564942 0.00682956 0.0239906 0.0590457 0.0466814 0.0574538 0.109176 0.00606106 0.0123897 
0.23165 0.00185641 0.0561723 0.00726001 0.00946325 0.060251 0.234293 0.00101145 0.075859 0.284199 0.0117183 0.0262665 
0.0295819 0.0523545 0.00140608 0.200311 0.0232835 0.132256 0.0417372 0.286789 0.0115347 0.00980932 0.00116015 0.209776 
0.0318924 0.037106 0.0456725 0.0310293 0.245161 0.0201417 0.285877 0.211628 0.0409781 0.0221316 0.0262168 0.00216558 
