  9.9990001e-001  9.9990001e-005
  9.9990001e-005  9.9990001e-001
  9.9497487e-001  5.0251256e-003
  9.8994975e-001  1.0050251e-002
  9.8492462e-001  1.5075377e-002
  9.7989950e-001  2.0100503e-002
  9.7487437e-001  2.5125628e-002
  9.6984925e-001  3.0150754e-002
  9.6482412e-001  3.5175879e-002
  9.5979899e-001  4.0201005e-002
  9.5477387e-001  4.5226131e-002
  9.4974874e-001  5.0251256e-002
  9.4472362e-001  5.5276382e-002
  9.3969849e-001  6.0301508e-002
  9.3467337e-001  6.5326633e-002
  9.2964824e-001  7.0351759e-002
  9.2462312e-001  7.5376884e-002
  9.1959799e-001  8.0402010e-002
  9.1457286e-001  8.5427136e-002
  9.0954774e-001  9.0452261e-002
  9.0452261e-001  9.5477387e-002
  8.9949749e-001  1.0050251e-001
  8.9447236e-001  1.0552764e-001
  8.8944724e-001  1.1055276e-001
  8.8442211e-001  1.1557789e-001
  8.7939698e-001  1.2060302e-001
  8.7437186e-001  1.2562814e-001
  8.6934673e-001  1.3065327e-001
  8.6432161e-001  1.3567839e-001
  8.5929648e-001  1.4070352e-001
  8.5427136e-001  1.4572864e-001
  8.4924623e-001  1.5075377e-001
  8.4422111e-001  1.5577889e-001
  8.3919598e-001  1.6080402e-001
  8.3417085e-001  1.6582915e-001
  8.2914573e-001  1.7085427e-001
  8.2412060e-001  1.7587940e-001
  8.1909548e-001  1.8090452e-001
  8.1407035e-001  1.8592965e-001
  8.0904523e-001  1.9095477e-001
  8.0402010e-001  1.9597990e-001
  7.9899497e-001  2.0100503e-001
  7.9396985e-001  2.0603015e-001
  7.8894472e-001  2.1105528e-001
  7.8391960e-001  2.1608040e-001
  7.7889447e-001  2.2110553e-001
  7.7386935e-001  2.2613065e-001
  7.6884422e-001  2.3115578e-001
  7.6381910e-001  2.3618090e-001
  7.5879397e-001  2.4120603e-001
  7.5376884e-001  2.4623116e-001
  7.4874372e-001  2.5125628e-001
  7.4371859e-001  2.5628141e-001
  7.3869347e-001  2.6130653e-001
  7.3366834e-001  2.6633166e-001
  7.2864322e-001  2.7135678e-001
  7.2361809e-001  2.7638191e-001
  7.1859296e-001  2.8140704e-001
  7.1356784e-001  2.8643216e-001
  7.0854271e-001  2.9145729e-001
  7.0351759e-001  2.9648241e-001
  6.9849246e-001  3.0150754e-001
  6.9346734e-001  3.0653266e-001
  6.8844221e-001  3.1155779e-001
  6.8341709e-001  3.1658291e-001
  6.7839196e-001  3.2160804e-001
  6.7336683e-001  3.2663317e-001
  6.6834171e-001  3.3165829e-001
  6.6331658e-001  3.3668342e-001
  6.5829146e-001  3.4170854e-001
  6.5326633e-001  3.4673367e-001
  6.4824121e-001  3.5175879e-001
  6.4321608e-001  3.5678392e-001
  6.3819095e-001  3.6180905e-001
  6.3316583e-001  3.6683417e-001
  6.2814070e-001  3.7185930e-001
  6.2311558e-001  3.7688442e-001
  6.1809045e-001  3.8190955e-001
  6.1306533e-001  3.8693467e-001
  6.0804020e-001  3.9195980e-001
  6.0301508e-001  3.9698492e-001
  5.9798995e-001  4.0201005e-001
  5.9296482e-001  4.0703518e-001
  5.8793970e-001  4.1206030e-001
  5.8291457e-001  4.1708543e-001
  5.7788945e-001  4.2211055e-001
  5.7286432e-001  4.2713568e-001
  5.6783920e-001  4.3216080e-001
  5.6281407e-001  4.3718593e-001
  5.5778894e-001  4.4221106e-001
  5.5276382e-001  4.4723618e-001
  5.4773869e-001  4.5226131e-001
  5.4271357e-001  4.5728643e-001
  5.3768844e-001  4.6231156e-001
  5.3266332e-001  4.6733668e-001
  5.2763819e-001  4.7236181e-001
  5.2261307e-001  4.7738693e-001
  5.1758794e-001  4.8241206e-001
  5.1256281e-001  4.8743719e-001
  5.0753769e-001  4.9246231e-001
  5.0251256e-001  4.9748744e-001
  4.9748744e-001  5.0251256e-001
  4.9246231e-001  5.0753769e-001
  4.8743719e-001  5.1256281e-001
  4.8241206e-001  5.1758794e-001
  4.7738693e-001  5.2261307e-001
  4.7236181e-001  5.2763819e-001
  4.6733668e-001  5.3266332e-001
  4.6231156e-001  5.3768844e-001
  4.5728643e-001  5.4271357e-001
  4.5226131e-001  5.4773869e-001
  4.4723618e-001  5.5276382e-001
  4.4221106e-001  5.5778894e-001
  4.3718593e-001  5.6281407e-001
  4.3216080e-001  5.6783920e-001
  4.2713568e-001  5.7286432e-001
  4.2211055e-001  5.7788945e-001
  4.1708543e-001  5.8291457e-001
  4.1206030e-001  5.8793970e-001
  4.0703518e-001  5.9296482e-001
  4.0201005e-001  5.9798995e-001
  3.9698492e-001  6.0301508e-001
  3.9195980e-001  6.0804020e-001
  3.8693467e-001  6.1306533e-001
  3.8190955e-001  6.1809045e-001
  3.7688442e-001  6.2311558e-001
  3.7185930e-001  6.2814070e-001
  3.6683417e-001  6.3316583e-001
  3.6180905e-001  6.3819095e-001
  3.5678392e-001  6.4321608e-001
  3.5175879e-001  6.4824121e-001
  3.4673367e-001  6.5326633e-001
  3.4170854e-001  6.5829146e-001
  3.3668342e-001  6.6331658e-001
  3.3165829e-001  6.6834171e-001
  3.2663317e-001  6.7336683e-001
  3.2160804e-001  6.7839196e-001
  3.1658291e-001  6.8341709e-001
  3.1155779e-001  6.8844221e-001
  3.0653266e-001  6.9346734e-001
  3.0150754e-001  6.9849246e-001
  2.9648241e-001  7.0351759e-001
  2.9145729e-001  7.0854271e-001
  2.8643216e-001  7.1356784e-001
  2.8140704e-001  7.1859296e-001
  2.7638191e-001  7.2361809e-001
  2.7135678e-001  7.2864322e-001
  2.6633166e-001  7.3366834e-001
  2.6130653e-001  7.3869347e-001
  2.5628141e-001  7.4371859e-001
  2.5125628e-001  7.4874372e-001
  2.4623116e-001  7.5376884e-001
  2.4120603e-001  7.5879397e-001
  2.3618090e-001  7.6381910e-001
  2.3115578e-001  7.6884422e-001
  2.2613065e-001  7.7386935e-001
  2.2110553e-001  7.7889447e-001
  2.1608040e-001  7.8391960e-001
  2.1105528e-001  7.8894472e-001
  2.0603015e-001  7.9396985e-001
  2.0100503e-001  7.9899497e-001
  1.9597990e-001  8.0402010e-001
  1.9095477e-001  8.0904523e-001
  1.8592965e-001  8.1407035e-001
  1.8090452e-001  8.1909548e-001
  1.7587940e-001  8.2412060e-001
  1.7085427e-001  8.2914573e-001
  1.6582915e-001  8.3417085e-001
  1.6080402e-001  8.3919598e-001
  1.5577889e-001  8.4422111e-001
  1.5075377e-001  8.4924623e-001
  1.4572864e-001  8.5427136e-001
  1.4070352e-001  8.5929648e-001
  1.3567839e-001  8.6432161e-001
  1.3065327e-001  8.6934673e-001
  1.2562814e-001  8.7437186e-001
  1.2060302e-001  8.7939698e-001
  1.1557789e-001  8.8442211e-001
  1.1055276e-001  8.8944724e-001
  1.0552764e-001  8.9447236e-001
  1.0050251e-001  8.9949749e-001
  9.5477387e-002  9.0452261e-001
  9.0452261e-002  9.0954774e-001
  8.5427136e-002  9.1457286e-001
