  8.3137655e-002  3.5904877e-002  5.5711002e-002  3.7652176e-002  7.3004304e-002  8.2626358e-002  2.9265443e-002  6.8112267e-002  1.9873312e-001  3.4466736e-002  1.1332220e-001  4.4009266e-002  7.1766341e-002  8.3191776e-003  6.3969075e-002
  1.3289024e-002  4.5758115e-002  3.9943500e-001  3.0937524e-001  1.4004398e-002  1.8271450e-002  3.0412970e-002  8.6618122e-004  6.8781334e-003  3.9711925e-002  3.5531032e-002  3.5739826e-002  1.7506761e-002  1.3523280e-002  1.9696664e-002
  1.1118680e-001  7.7368188e-002  1.9348396e-002  2.0736343e-002  1.7617386e-003  6.7251345e-002  1.6645480e-002  2.2248047e-002  9.5732589e-003  2.3335066e-002  9.8721338e-002  3.8137798e-001  2.1720104e-002  3.6397300e-002  9.2328617e-002
  1.0049042e-001  3.5434871e-002  1.1105787e-002  3.5418376e-003  3.9357231e-002  2.1781230e-002  2.5574615e-002  8.2093263e-003  9.2229503e-003  5.5343589e-001  1.9933828e-002  4.6462133e-003  5.8911492e-002  1.0742427e-001  9.3004145e-004
  1.2425306e-001  2.4622529e-001  8.1611355e-002  3.4892983e-002  1.1440085e-002  2.8396218e-003  2.9988581e-002  8.7276198e-003  1.2484909e-003  2.9324264e-002  1.3379752e-002  1.5358851e-002  3.1667099e-001  1.2949011e-002  7.1090042e-002
  2.9888946e-002  3.2568860e-002  6.1519327e-002  9.7334917e-003  1.5474139e-002  1.3680007e-001  3.7049370e-002  9.6754899e-003  3.4001648e-002  1.7145617e-002  1.9578337e-003  3.5926226e-001  7.6612259e-002  1.4634848e-001  3.1962205e-002
  2.0736593e-003  2.9704084e-002  1.2321837e-002  2.2733038e-001  3.1426937e-002  3.8881381e-002  2.9056116e-002  7.8022270e-003  2.8745594e-002  6.1904660e-002  3.1431225e-001  2.7493348e-002  2.8458810e-002  3.1549418e-002  1.2893930e-001
  4.8965092e-002  1.1500071e-002  1.2641579e-002  1.4686563e-002  2.1249913e-001  2.6467902e-001  1.2111629e-002  3.3044291e-002  6.6749832e-003  2.1615754e-002  6.2033158e-002  1.4671488e-003  2.2012662e-001  6.2747239e-002  1.5207723e-002
  1.9428854e-002  6.6904070e-002  3.0770160e-004  3.0285058e-003  8.1709632e-004  2.1223349e-003  5.6267372e-002  5.8680271e-001  2.2208616e-002  1.1881463e-001  1.0783823e-003  6.1631460e-003  1.1811789e-003  1.0979219e-001  5.0832147e-003
  2.2411357e-002  1.1449249e-002  5.2497171e-003  2.7767520e-002  5.4582113e-002  1.0168761e-002  8.5020499e-003  3.5885350e-003  7.9905621e-002  4.9828084e-001  2.1332174e-002  3.3439393e-003  1.0995186e-003  2.1751953e-001  3.4799076e-002
  1.4968072e-002  1.9804016e-002  3.3063415e-002  4.0269185e-001  2.3631624e-002  2.4378485e-003  2.2523551e-002  3.7599668e-003  4.8357363e-002  8.2094762e-002  6.5435163e-002  4.6675651e-002  1.1492826e-001  1.1032736e-001  9.3011103e-003
  1.6942935e-002  2.4785506e-002  3.7290740e-002  5.8408561e-002  4.2071228e-002  5.7382341e-001  2.7687864e-003  2.3523888e-002  1.2084231e-002  1.4362526e-003  7.5344108e-002  1.6449635e-002  2.5264544e-002  7.6657052e-002  1.3149118e-002
  4.1261980e-003  1.1850300e-003  9.7464897e-003  1.7337789e-002  1.1941008e-002  2.2902704e-002  2.1198780e-002  2.0621218e-002  6.2307301e-003  7.5596255e-001  1.3086067e-002  1.2573953e-002  4.8893395e-002  3.0253787e-002  2.3940302e-002
  2.7048616e-002  4.7855677e-001  2.3090783e-002  2.3492179e-003  6.0386235e-002  1.6725139e-002  3.6177697e-002  2.4215616e-002  1.3982990e-002  2.6197067e-002  6.1903013e-002  1.3841843e-001  2.9571450e-002  5.2155073e-002  9.2219024e-003
  2.1244465e-001  4.9944473e-003  1.8770462e-002  1.2980652e-001  8.0191267e-003  1.3965915e-002  1.2365143e-003  5.3441912e-003  1.0729269e-001  1.3127598e-002  2.3016216e-002  8.8102864e-003  2.5096050e-002  3.7645657e-001  5.1618769e-002
  7.3073534e-001  7.5011903e-003  1.7459407e-003  3.1769893e-002  2.2649910e-003  1.5928644e-002  5.5827268e-003  9.5927754e-004  8.8047489e-002  3.2042459e-003  1.7731578e-003  4.0665557e-002  3.0881530e-002  4.9551171e-003  3.3984896e-002
  3.2457613e-003  2.6414638e-002  7.2732350e-002  2.9351831e-003  1.4463916e-001  5.0291944e-002  1.3511264e-001  3.5035316e-001  1.7648130e-003  4.9656344e-003  2.8276409e-002  1.5479128e-001  2.1565672e-003  9.0379227e-003  1.3282549e-002
