  1.9999600e-001  1.9999600e-001  1.9999600e-001  1.9999600e-001  1.9999600e-001  1.9999600e-005
  1.9999600e-001  1.9999600e-001  1.9999600e-001  1.9999600e-001  1.9999600e-005  1.9999600e-001
  1.9999600e-001  1.9999600e-001  1.9999600e-001  1.9999600e-005  1.9999600e-001  1.9999600e-001
  1.9999600e-001  1.9999600e-001  1.9999600e-005  1.9999600e-001  1.9999600e-001  1.9999600e-001
  1.9999600e-001  1.9999600e-005  1.9999600e-001  1.9999600e-001  1.9999600e-001  1.9999600e-001
  1.9999600e-005  1.9999600e-001  1.9999600e-001  1.9999600e-001  1.9999600e-001  1.9999600e-001
  2.4996094e-001  2.4996094e-001  2.4996094e-001  2.4996094e-001  1.2498047e-004  3.1245118e-005
  2.4997396e-001  2.4997396e-001  2.4997396e-001  2.4997396e-001  6.2493490e-005  4.1662327e-005
  2.4997396e-001  2.4997396e-001  2.4997396e-001  2.4997396e-001  4.1662327e-005  6.2493490e-005
  2.4996094e-001  2.4996094e-001  2.4996094e-001  2.4996094e-001  3.1245118e-005  1.2498047e-004
  2.4996094e-001  2.4996094e-001  2.4996094e-001  1.2498047e-004  2.4996094e-001  3.1245118e-005
  3.3320375e-001  3.3320375e-001  3.3320375e-001  1.6660188e-004  1.6660188e-004  5.5533959e-005
  3.3322226e-001  3.3322226e-001  3.3322226e-001  1.6661113e-004  8.3305565e-005  8.3305565e-005
  3.3320375e-001  3.3320375e-001  3.3320375e-001  1.6660188e-004  5.5533959e-005  1.6660188e-004
  2.4996094e-001  2.4996094e-001  2.4996094e-001  1.2498047e-004  3.1245118e-005  2.4996094e-001
  2.4997396e-001  2.4997396e-001  2.4997396e-001  6.2493490e-005  2.4997396e-001  4.1662327e-005
  3.3322226e-001  3.3322226e-001  3.3322226e-001  8.3305565e-005  1.6661113e-004  8.3305565e-005
  3.3322226e-001  3.3322226e-001  3.3322226e-001  8.3305565e-005  8.3305565e-005  1.6661113e-004
  2.4997396e-001  2.4997396e-001  2.4997396e-001  6.2493490e-005  4.1662327e-005  2.4997396e-001
  2.4997396e-001  2.4997396e-001  2.4997396e-001  4.1662327e-005  2.4997396e-001  6.2493490e-005
  3.3320375e-001  3.3320375e-001  3.3320375e-001  5.5533959e-005  1.6660188e-004  1.6660188e-004
  2.4997396e-001  2.4997396e-001  2.4997396e-001  4.1662327e-005  6.2493490e-005  2.4997396e-001
  2.4996094e-001  2.4996094e-001  2.4996094e-001  3.1245118e-005  2.4996094e-001  1.2498047e-004
  2.4996094e-001  2.4996094e-001  2.4996094e-001  3.1245118e-005  1.2498047e-004  2.4996094e-001
  2.4996094e-001  2.4996094e-001  1.2498047e-004  2.4996094e-001  2.4996094e-001  3.1245118e-005
  3.3320375e-001  3.3320375e-001  1.6660188e-004  3.3320375e-001  1.6660188e-004  5.5533959e-005
  3.3322226e-001  3.3322226e-001  1.6661113e-004  3.3322226e-001  8.3305565e-005  8.3305565e-005
  3.3320375e-001  3.3320375e-001  1.6660188e-004  3.3320375e-001  5.5533959e-005  1.6660188e-004
  2.4996094e-001  2.4996094e-001  1.2498047e-004  2.4996094e-001  3.1245118e-005  2.4996094e-001
  3.3320375e-001  3.3320375e-001  1.6660188e-004  1.6660188e-004  3.3320375e-001  5.5533959e-005
  4.9956288e-001  4.9956288e-001  2.4978144e-004  2.4978144e-004  2.4978144e-004  1.2489072e-004
  4.9956288e-001  4.9956288e-001  2.4978144e-004  2.4978144e-004  1.2489072e-004  2.4978144e-004
  3.3320375e-001  3.3320375e-001  1.6660188e-004  1.6660188e-004  5.5533959e-005  3.3320375e-001
  3.3322226e-001  3.3322226e-001  1.6661113e-004  8.3305565e-005  3.3322226e-001  8.3305565e-005
  4.9956288e-001  4.9956288e-001  2.4978144e-004  1.2489072e-004  2.4978144e-004  2.4978144e-004
  3.3322226e-001  3.3322226e-001  1.6661113e-004  8.3305565e-005  8.3305565e-005  3.3322226e-001
  3.3320375e-001  3.3320375e-001  1.6660188e-004  5.5533959e-005  3.3320375e-001  1.6660188e-004
  3.3320375e-001  3.3320375e-001  1.6660188e-004  5.5533959e-005  1.6660188e-004  3.3320375e-001
  2.4996094e-001  2.4996094e-001  1.2498047e-004  3.1245118e-005  2.4996094e-001  2.4996094e-001
  2.4997396e-001  2.4997396e-001  6.2493490e-005  2.4997396e-001  2.4997396e-001  4.1662327e-005
  3.3322226e-001  3.3322226e-001  8.3305565e-005  3.3322226e-001  1.6661113e-004  8.3305565e-005
  3.3322226e-001  3.3322226e-001  8.3305565e-005  3.3322226e-001  8.3305565e-005  1.6661113e-004
  2.4997396e-001  2.4997396e-001  6.2493490e-005  2.4997396e-001  4.1662327e-005  2.4997396e-001
  3.3322226e-001  3.3322226e-001  8.3305565e-005  1.6661113e-004  3.3322226e-001  8.3305565e-005
  4.9956288e-001  4.9956288e-001  1.2489072e-004  2.4978144e-004  2.4978144e-004  2.4978144e-004
  3.3322226e-001  3.3322226e-001  8.3305565e-005  1.6661113e-004  8.3305565e-005  3.3322226e-001
  3.3322226e-001  3.3322226e-001  8.3305565e-005  8.3305565e-005  3.3322226e-001  1.6661113e-004
  3.3322226e-001  3.3322226e-001  8.3305565e-005  8.3305565e-005  1.6661113e-004  3.3322226e-001
  2.4997396e-001  2.4997396e-001  6.2493490e-005  4.1662327e-005  2.4997396e-001  2.4997396e-001
  2.4997396e-001  2.4997396e-001  4.1662327e-005  2.4997396e-001  2.4997396e-001  6.2493490e-005
  3.3320375e-001  3.3320375e-001  5.5533959e-005  3.3320375e-001  1.6660188e-004  1.6660188e-004
  2.4997396e-001  2.4997396e-001  4.1662327e-005  2.4997396e-001  6.2493490e-005  2.4997396e-001
  3.3320375e-001  3.3320375e-001  5.5533959e-005  1.6660188e-004  3.3320375e-001  1.6660188e-004
  3.3320375e-001  3.3320375e-001  5.5533959e-005  1.6660188e-004  1.6660188e-004  3.3320375e-001
  2.4997396e-001  2.4997396e-001  4.1662327e-005  6.2493490e-005  2.4997396e-001  2.4997396e-001
  2.4996094e-001  2.4996094e-001  3.1245118e-005  2.4996094e-001  2.4996094e-001  1.2498047e-004
  2.4996094e-001  2.4996094e-001  3.1245118e-005  2.4996094e-001  1.2498047e-004  2.4996094e-001
  2.4996094e-001  2.4996094e-001  3.1245118e-005  1.2498047e-004  2.4996094e-001  2.4996094e-001
  2.4996094e-001  1.2498047e-004  2.4996094e-001  2.4996094e-001  2.4996094e-001  3.1245118e-005
  3.3320375e-001  1.6660188e-004  3.3320375e-001  3.3320375e-001  1.6660188e-004  5.5533959e-005
  3.3322226e-001  1.6661113e-004  3.3322226e-001  3.3322226e-001  8.3305565e-005  8.3305565e-005
  3.3320375e-001  1.6660188e-004  3.3320375e-001  3.3320375e-001  5.5533959e-005  1.6660188e-004
  2.4996094e-001  1.2498047e-004  2.4996094e-001  2.4996094e-001  3.1245118e-005  2.4996094e-001
  3.3320375e-001  1.6660188e-004  3.3320375e-001  1.6660188e-004  3.3320375e-001  5.5533959e-005
  4.9956288e-001  2.4978144e-004  4.9956288e-001  2.4978144e-004  2.4978144e-004  1.2489072e-004
  4.9956288e-001  2.4978144e-004  4.9956288e-001  2.4978144e-004  1.2489072e-004  2.4978144e-004
  3.3320375e-001  1.6660188e-004  3.3320375e-001  1.6660188e-004  5.5533959e-005  3.3320375e-001
  3.3322226e-001  1.6661113e-004  3.3322226e-001  8.3305565e-005  3.3322226e-001  8.3305565e-005
  4.9956288e-001  2.4978144e-004  4.9956288e-001  1.2489072e-004  2.4978144e-004  2.4978144e-004
  3.3322226e-001  1.6661113e-004  3.3322226e-001  8.3305565e-005  8.3305565e-005  3.3322226e-001
  3.3320375e-001  1.6660188e-004  3.3320375e-001  5.5533959e-005  3.3320375e-001  1.6660188e-004
  3.3320375e-001  1.6660188e-004  3.3320375e-001  5.5533959e-005  1.6660188e-004  3.3320375e-001
  2.4996094e-001  1.2498047e-004  2.4996094e-001  3.1245118e-005  2.4996094e-001  2.4996094e-001
  3.3320375e-001  1.6660188e-004  1.6660188e-004  3.3320375e-001  3.3320375e-001  5.5533959e-005
  4.9956288e-001  2.4978144e-004  2.4978144e-004  4.9956288e-001  2.4978144e-004  1.2489072e-004
  4.9956288e-001  2.4978144e-004  2.4978144e-004  4.9956288e-001  1.2489072e-004  2.4978144e-004
  3.3320375e-001  1.6660188e-004  1.6660188e-004  3.3320375e-001  5.5533959e-005  3.3320375e-001
  4.9956288e-001  2.4978144e-004  2.4978144e-004  2.4978144e-004  4.9956288e-001  1.2489072e-004
  9.9750623e-001  4.9875312e-004  4.9875312e-004  4.9875312e-004  4.9875312e-004  4.9875312e-004
  4.9956288e-001  2.4978144e-004  2.4978144e-004  2.4978144e-004  1.2489072e-004  4.9956288e-001
  4.9956288e-001  2.4978144e-004  2.4978144e-004  1.2489072e-004  4.9956288e-001  2.4978144e-004
  4.9956288e-001  2.4978144e-004  2.4978144e-004  1.2489072e-004  2.4978144e-004  4.9956288e-001
  3.3320375e-001  1.6660188e-004  1.6660188e-004  5.5533959e-005  3.3320375e-001  3.3320375e-001
  3.3322226e-001  1.6661113e-004  8.3305565e-005  3.3322226e-001  3.3322226e-001  8.3305565e-005
  4.9956288e-001  2.4978144e-004  1.2489072e-004  4.9956288e-001  2.4978144e-004  2.4978144e-004
  3.3322226e-001  1.6661113e-004  8.3305565e-005  3.3322226e-001  8.3305565e-005  3.3322226e-001
  4.9956288e-001  2.4978144e-004  1.2489072e-004  2.4978144e-004  4.9956288e-001  2.4978144e-004
