  1.9713165e-001  6.2174942e-001  2.8827998e-002  1.1260182e-001  3.9689104e-002
  1.5162300e-001  8.7483146e-003  1.6388591e-001  5.8508074e-001  9.0662041e-002
  3.7828079e-002  1.1720159e-001  2.2901034e-001  9.7848003e-003  6.0617520e-001
  3.2232648e-002  4.3152743e-001  1.9798032e-001  1.2537461e-001  2.1288499e-001
  7.3699418e-001  1.5634065e-002  7.9022290e-002  1.5589850e-001  1.2450964e-002
  1.8854925e-001  1.5547622e-002  5.4819077e-001  1.8520207e-002  2.2919215e-001
  6.5631686e-002  6.6913501e-001  1.4279937e-001  9.5868325e-002  2.6565612e-002
  8.1707661e-001  2.2163732e-002  3.0838412e-002  7.4871757e-002  5.5049487e-002
  1.5908967e-002  1.8102677e-002  1.4843355e-002  6.0831476e-001  3.4283024e-001
  1.3133311e-002  2.3409457e-002  9.4910746e-001  5.5303198e-003  8.8194561e-003
  2.4255280e-002  7.6772353e-002  2.3552253e-001  3.9421555e-001  2.6923429e-001
  8.0655379e-002  2.7543945e-001  5.2947197e-002  2.7729088e-002  5.6322889e-001
  6.4503353e-002  3.0892776e-001  1.5165084e-001  4.6852097e-001  6.3970794e-003
  2.9084242e-002  2.2364884e-001  1.4403682e-001  5.7233575e-001  3.0894348e-002
  8.6813283e-002  2.0069414e-001  2.2225493e-002  1.0438641e-001  5.8588068e-001
  1.7486801e-002  2.2801458e-002  8.0162100e-001  9.9834215e-002  5.8256527e-002
  6.2525362e-002  1.6338134e-002  6.6917818e-001  2.2911795e-001  2.2840375e-002
  8.5553680e-001  3.3660029e-002  7.0333538e-002  2.3014092e-002  1.7455539e-002
  1.2608132e-001  5.0230680e-001  1.4989882e-001  1.2412325e-001  9.7589813e-002
  7.9990103e-001  9.3660634e-003  8.0726597e-003  1.5214327e-001  3.0516984e-002
  3.0310511e-002  7.9327095e-003  4.2769225e-002  1.1617924e-001  8.0280832e-001
  6.4811481e-002  4.3223303e-001  7.8194598e-002  2.5839516e-001  1.6636573e-001
  4.3553987e-002  1.1349591e-001  7.8824372e-001  2.2500535e-002  3.2205849e-002
  9.2494681e-001  2.9383115e-003  6.8888230e-003  6.0674391e-003  5.9158616e-002
  4.0138563e-002  6.7770735e-002  3.7372992e-001  4.9585105e-002  4.6877568e-001
  5.8647519e-001  9.4830555e-002  8.4195765e-002  9.1522036e-002  1.4297645e-001
  3.2181170e-001  4.5273751e-001  5.5001233e-003  1.4235018e-002  2.0571564e-001
  4.1575211e-002  5.4895897e-001  1.4168009e-001  1.9148210e-002  2.4863751e-001
  7.9884628e-002  8.5222881e-002  7.4029964e-002  7.0233647e-001  5.8526052e-002
  2.0429656e-001  2.3529630e-001  2.6192337e-002  5.0608478e-001  2.8130019e-002
  2.8389127e-001  5.4829440e-002  2.6261972e-002  3.6280414e-001  2.7221318e-001
  8.8685378e-002  1.0842719e-001  6.9204388e-002  8.6836572e-002  6.4684647e-001
  5.9334575e-001  2.7489885e-002  1.7563192e-002  3.4676309e-001  1.4838083e-002
  1.2496366e-001  5.1218230e-002  6.5668216e-001  1.2960602e-001  3.7529925e-002
  1.0044079e-002  3.9151534e-002  9.1144012e-001  1.5096866e-002  2.4267402e-002
  2.3364079e-001  2.7817688e-003  4.5220251e-001  2.7349140e-002  2.8402579e-001
  3.1380595e-002  1.1262794e-001  1.5001032e-001  3.7608258e-001  3.2989856e-001
  8.2218368e-003  2.2620942e-003  3.3701411e-003  8.1753111e-004  9.8532840e-001
  3.4439743e-001  3.8376570e-001  1.5364126e-001  5.0788671e-002  6.7406951e-002
  4.0376583e-002  1.2287544e-001  3.0777166e-001  4.4545011e-001  8.3526203e-002
  2.8929578e-002  9.3105331e-002  2.8961523e-002  7.4328936e-001  1.0571421e-001
  4.5983406e-002  3.4872080e-002  7.5119091e-002  2.4518695e-001  5.9883847e-001
  4.0299024e-001  8.0445342e-002  2.7013846e-001  1.2649275e-001  1.1993320e-001
  3.1023112e-001  2.0991118e-001  1.9110876e-001  2.4150858e-001  4.7240364e-002
  1.0740254e-001  5.0856854e-002  7.6976633e-001  2.8024338e-002  4.3949942e-002
  2.9600655e-002  7.3106824e-001  1.2092306e-001  5.7662258e-002  6.0745778e-002
  5.9600168e-003  9.6785966e-001  1.3230136e-002  4.6469595e-003  8.3032235e-003
  1.3916609e-003  9.9434399e-001  1.6575150e-004  3.9581897e-003  1.4040682e-004
  1.5445412e-001  1.7600233e-001  5.4684660e-001  2.1656004e-002  1.0104094e-001
  1.6688683e-001  5.5879922e-001  9.5857486e-002  1.3131415e-001  4.7142312e-002
  6.7887613e-002  6.0585043e-002  2.3293376e-002  7.8457272e-001  6.3661250e-002
  2.1314668e-003  5.5390091e-001  4.3453894e-003  2.1508282e-003  4.3747141e-001
  2.4560658e-001  5.2183873e-002  1.1088840e-001  2.5645728e-002  5.6567542e-001
  7.5678761e-002  8.6551457e-001  1.7293051e-002  1.7601407e-002  2.3912211e-002
  1.1742946e-001  1.4261302e-001  3.5925106e-001  5.8041669e-002  3.2266480e-001
  4.7951828e-001  4.1834615e-001  1.3449211e-002  3.0540865e-002  5.8145488e-002
  1.1021327e-001  4.3044487e-002  3.6432850e-002  2.7934185e-002  7.8237520e-001
  3.7420499e-001  8.2643617e-002  5.2446974e-001  1.0859313e-002  7.8223451e-003
  4.7810133e-002  7.8996076e-002  6.5164320e-001  1.7773125e-001  4.3819340e-002
  7.3157918e-001  4.1991044e-002  1.4423120e-001  5.8945639e-002  2.3252938e-002
  3.5431988e-001  8.5611521e-002  1.7512268e-001  1.4820440e-002  3.7012548e-001
  3.1315919e-001  5.8937044e-002  1.2979317e-001  3.1125850e-001  1.8685210e-001
  9.1684156e-002  3.2840546e-001  5.7096017e-002  2.0049912e-001  3.2231524e-001
  2.3117567e-002  5.6363904e-001  2.7241398e-001  9.1268409e-002  4.9561007e-002
  2.5652965e-002  1.6670901e-002  4.4006689e-001  3.0555393e-002  4.8705385e-001
  3.1987082e-001  2.0646908e-002  3.5209205e-001  2.0654216e-001  1.0084807e-001
  4.3997588e-002  5.0554120e-002  6.5451613e-002  6.1893723e-001  2.2105945e-001
  6.7809796e-001  9.3500405e-002  7.5772324e-002  6.9519745e-002  8.3109568e-002
  7.5222660e-002  2.6296510e-001  1.3889262e-001  4.1622640e-001  1.0669322e-001
  3.3399341e-002  2.8502172e-001  2.9531093e-002  2.8585492e-001  3.6619293e-001
  1.4053811e-001  3.0996685e-001  1.6518521e-001  1.8124045e-001  2.0306938e-001
  2.6614402e-002  1.7295513e-001  5.2169437e-002  6.1343054e-002  6.8691798e-001
  5.9493201e-002  3.3659606e-001  8.0787892e-002  4.8432459e-001  3.8798264e-002
  8.6940580e-001  3.5835901e-002  1.6188152e-002  5.2303277e-002  2.6266868e-002
  2.1834216e-001  8.6729304e-002  2.0568876e-002  4.3529885e-001  2.3906080e-001
  6.5811586e-001  1.1893137e-001  8.8288954e-002  4.5854944e-002  8.8808871e-002
  5.0110419e-001  8.2366596e-002  8.7166750e-002  2.2100232e-001  1.0836015e-001
  4.7201551e-001  1.9369998e-002  2.5034585e-001  1.4617517e-002  2.4365113e-001
  1.9714674e-001  3.3848701e-001  6.7179908e-002  1.8399755e-001  2.1318880e-001
  3.5955216e-002  1.3490491e-002  1.4327713e-001  3.7286426e-002  7.6999073e-001
  9.3333513e-003  6.5262218e-003  2.2863450e-002  9.5870856e-001  2.5684176e-003
  8.9880923e-002  5.7416545e-001  2.6995653e-001  4.6708047e-002  1.9289056e-002
  3.6119398e-002  4.1892913e-001  2.2414135e-001  6.9227684e-002  2.5158244e-001
  2.2882661e-001  7.6774399e-002  1.1630784e-001  9.9142785e-002  4.7894836e-001
  4.1323938e-002  1.4377769e-002  4.9866180e-001  2.4059828e-002  4.2157666e-001
  7.3683578e-001  2.1633426e-002  3.2604239e-002  1.8305645e-001  2.5870105e-002
  4.5137254e-003  4.9903917e-003  9.2908069e-001  5.1369262e-002  1.0045935e-002
  6.8179877e-003  2.1929673e-002  9.2937496e-001  3.1406402e-002  1.0470973e-002
  1.5939283e-001  1.6342326e-001  3.6859993e-001  9.3824884e-002  2.1475909e-001
  9.5832821e-002  1.5322467e-001  1.2900695e-001  3.8093614e-001  2.4099942e-001
  3.5907827e-001  9.6058253e-002  4.6795678e-001  5.4178395e-002  2.2728299e-002
  3.1306413e-002  5.3727701e-001  3.1403283e-001  2.4715153e-002  9.2668592e-002
  2.5207823e-002  5.4578803e-002  1.0645549e-002  2.0803593e-002  8.8876423e-001
  9.4375390e-002  5.0518406e-002  5.2388206e-002  1.8306474e-001  6.1965326e-001
  1.1934103e-001  5.9879658e-001  9.0303724e-002  6.0835722e-002  1.3072295e-001
  2.1701477e-001  4.9533496e-002  2.2707074e-001  4.8632164e-001  2.0059361e-002
  4.2031360e-002  5.6364441e-002  2.9330500e-001  3.0622212e-002  5.7767699e-001
  4.2533641e-003  2.8407755e-002  8.4734675e-001  6.6915722e-003  1.1330056e-001
  9.7435272e-001  4.4043904e-003  4.4237719e-003  2.0162070e-003  1.4802914e-002
  1.5879281e-001  2.3976771e-001  2.3758878e-001  3.2123404e-002  3.3172730e-001
  6.0094735e-002  2.2389243e-002  4.6588647e-002  3.4803857e-001  5.2288880e-001
  1.1311135e-001  1.3228681e-001  7.3760531e-002  3.5846988e-001  3.2237144e-001
  1.9911446e-001  1.0507129e-001  3.3840654e-001  2.5278782e-001  1.0461990e-001
  8.5205476e-002  3.7001545e-002  1.6901023e-001  3.3951956e-001  3.6926319e-001
  3.9086699e-002  4.3366861e-001  1.1976057e-001  3.0989189e-001  9.7592227e-002
  4.7600683e-001  1.5516321e-001  3.0402639e-001  2.8879470e-002  3.5924093e-002
  8.5783432e-001  6.9047596e-002  6.5657638e-003  3.6062981e-002  3.0489341e-002
  1.2208282e-001  2.4330347e-001  9.0489652e-002  1.4651660e-001  3.9760746e-001
  2.0666032e-002  3.0412591e-001  1.7754295e-002  1.4112629e-001  5.1632748e-001
  1.7141802e-001  2.2367416e-001  3.7358654e-001  1.4489303e-001  8.6428257e-002
  8.9786297e-001  9.5102547e-003  1.2973871e-002  2.5930642e-002  5.3722264e-002
  1.3500143e-001  4.0515198e-002  7.0948553e-001  2.5844842e-002  8.9153000e-002
  9.3511970e-001  7.7403857e-003  1.0674113e-002  4.0836099e-002  5.6296980e-003
  1.9768872e-001  5.7194573e-001  1.1608194e-001  7.9172729e-002  3.5110886e-002
  1.0921766e-001  3.1200666e-001  2.3013551e-001  5.2805259e-002  2.9583491e-001
  2.1758480e-001  4.9751746e-001  2.2279563e-002  2.1516909e-001  4.7449086e-002
  5.4086729e-001  1.4404115e-002  9.1006427e-002  3.1137921e-001  4.2342965e-002
  8.8472719e-002  2.5961649e-001  1.6249600e-001  1.0958164e-001  3.7983315e-001
  5.1836128e-001  7.1691384e-002  3.1738362e-001  1.3809507e-002  7.8754208e-002
  1.0534056e-001  3.4936469e-003  2.6293384e-001  9.8321713e-002  5.2991023e-001
  1.0041801e-001  2.7923383e-001  1.6038756e-001  2.7609463e-001  1.8386598e-001
